4961,0, 3718473612437144212,3D4001EA58EBEE7A12570D60C24135970D83AE4D
00026,790960773,0, 4823093246916233753,607A308B98EFACECA24D86B84D31AEAB589B2442
00026,790960774,0, 7019921913840111401,E714CF784378572FB8FE69F32BAAB9ECB7E9942C
00026,790960775,0, 6002155357628128017,65B2E0459C959184559C19063DAD778495A3B3AB
00026,790960776,0,-8638834547676749076,2DA6FB5D2C8F81D236B979B4E5E0B418BD888665
00026,790960777,0,-9082160250285140997,DE16D5DD3A305882EC8CF351740FD0B447A4F02F
00026,790960778,0, 4855254633880403071,F95D91319E2900AF76655C5E793774CB85465A52
00026,790960779,0, 3360078041020185741,05049D59F29529AAF82B05AD8C9C5BC8C7ECF22B
00026,790960780,0, 3235682399077289144,41CDE00E381EC49ED06D83E75DDA8D0FCE63B1F4
00026,790960781,0, 6565691866316645481,7A9C297F70435375F704815062DE23C2C17F912E
00026,790960782,0,-2949039583060611224,B687831453AE17CA441EDEA02E520ED4BC6D7698
00026,790960783,0, 0960764349819656164,3B624F29DB09CD2CD5890B33C7CD8C9DB7379E56
00026,790960784,0,-1373273006789096897,DC6363C97F0FF0A6D1F622E39D880D306862058F
00026,790960785,0,-4976046886437100486,D4A46F382BF9A51868BF88000202CFD29538870C
00026,790960786,0, 6999667008365124601,DDC2B5C5608818959FB60F260CEF75E79EFAE3A8
00026,790960787,0,-6304840856720532513,214A30EF2DD65780552CE7FFFED0EF89FDCA16A8
00026,790960788,0, 5392927222882409862,DF1949C2EE0AEB690C87E3CC3E634A05F9AE006B
00026,790960789,0, 0903804050019702109,95BAE851A3F55272F96C38788E1B2D3357089065
00026,790960790,0, 3899790130142413128,D1853DB69CB0C2DFF7649E6B97688E5FC27F2B2E
00026,790960791,0, 8857881501490810442,C662884E30F50133FF4C7B72A799B722DBBC84C9
00026,790960792,0,-0474684210554977308,D1E44A53DC5F223DAF8B27680EA64788CAC08E09
00026,790960793,0, 5198285802864480895,6C3E7867CB89E7495CF4B6064B388695D90E279B
00026,790960794,0,-0553887069478020186,9CDE13D597883EB626E0B247868C75AEBE59AC1B
00026,790960795,0, 8310214708781451351,CCA2FAE1BF2B1482F45BA65C41B49EB2F03F5694
00026,790960796,0, 6758418310830725295,6B14B90EFB25DFC6A882A9CE941EFF182D2A02D4
00026,790960797,0,-8504467291966186803,21B5B76D428698B9D59B428C66C1C73827FA7E99
00026,790960798,0, 2563723350972936529,8B64612B8616B4DCD94C8BE48C5D62D45BE9D87E
00026,790960799,0, 7347876485154309383,972146330702D1A0B15AC9D8E2B4E0E81B4F0B42
00026,790960800,0, 7144962111589996051,EEE7CAA78B6809F9D10F95F785FC459C7A545270
00026,790960801,0,-7142352766325021270,9E385AEE51F21B6550ADCD0EF2208AD67AB693C3
00026,790960802,0,-3392174743749639254,8F1DAAF8F08FFD3E98DB9E740935892A1B42C77C
00026,790960803,0, 7015871530518902527,94B1071E98C63386982C04391EFD613F101622FE
00026,790960804,0, 4548595520729890503,DC07EB2A9CE947460A3D50523BD36116EFD200BC
00026,790960805,0,-0674871236514544355,8C46FEDA2FF578D766BDB069171AD73B094BF3A4
00026,790960806,0, 4298274483814090218,F9367A59F7DC2D59930A6AD94471EF8EBE00FA2B
00026,790960807,0, 8093237710334116439,152A4BD2044A8BECF1E92379638BE00F0BE42902
00026,790960808,0,-1369331206111677611,B86F1432B99F25F4B28C775E8FD409950C053D5E
00026,790960809,0, 5165199097727247015,1358078E31740869FE0866868DCCA7775AFF786F
00026,790960810,0, 1619485635000564121,F584CE9C05889CD60A9BD8BC6E2AB3B5E148A02D
00026,790960811,0,-8638157990494909920,2C7D1410AB5AC3D420F24A5373D8FC3B5925438C
00026,790960812,0, 1108995275329102526,AA92419676D0C5A497CA7ED989B4890D383AA05E
00026,790960813,0,-1410536643857931757,75B0DF80C19D20245A3714C06C48234D00B0CB4B
00026,790960814,0, 0800282890285537395,1B4A90BE41AC054D536927516640AD25B758B0AF
00026,790960815,0,-4419800875588183729,D5FAD7D7BF9C0890807A6E25435AB3BAEC7CDC8D
00026,790960816,0,-6365915046618222546,C79879C7AB12505316056ECB640C72B87B18A631
00026,790960817,0, 2592109832707885143,2868A53A54A7C552765ED2EC6FD321ABAC6C1C65
00026,790960818,0,-6393073981585942445,2842EE3C8CD333F003AE65DAC8B98E54602496CC
00026,790960819,0,-7745568683861367846,FAFF4C3375A94AD4CDDBAAFF698F9F01D2C06A98
00026,790960820,0, 0324028733193338454,980CEA3BD110854F8FBFACA4AF923C94AB6E8E54
00026,790960821,0, 0897376234632664509,ABBD46320A84AAFBB56056104B2A6785CAFDD996
00026,790960822,0,-9086258739349166953,FEBD2DBC802C783479BADF6B80ED8023CC231A0A
00026,790960823,0, 7713398545038339635,05A4ABBF36156F539B3DE1A186596521FA88A049
00026,790960824,0, 0161200975879226010,E6C7613935E4A56A860D29CEAB64A574AB9C0276
00026,790960825,0, 7174121135445681882,3D7E5B75D114D23D8FFC3CF7844F0867EF7F88CE
00026,790960826,0, 3038813725807163100,1A115D49F283B73F77270A1A8E7542A7C92D244B
00026,790960827,0, 7513212269627493515,BCE9312F9C6B489A85215F183BE646E2EBD2DE67
00026,790960828,0, 6529741288914648021,2386A5A82915D1F89BA9B3F2DC6E34D6FA527136
00026,790960829,0, 5641134302998843007,376FBC53AC942EABD5F97CAC6850E1ED0A6EA458
00026,790960830,0,-1772104157349984382,121807B9F954E8D9F635BA3406222B4E8F66FD41
00026,790960831,0,-7357164230554590725,0FA67217951DF9D4C9E72D1ADCC6C214B1F8F509
00026,790960832,0, 5369013078226488175,F50C73FC2C72377923F63FBA4BE4A3D7AAA6CD0A
00026,790960833,0,-5367062547710309991,D78F5FBB18C82AF9E531B9FD3569E7D31F66DCCF
00026,790960834,0,-3074052936064091291,54F32773D5DDB40C5B7719E37075B99864D194CC
00026,790960835,0,-4019331389975249265,838847064DF9A8B77CF2E3846DDE878DA756FFB7
00026,790960836,0,-4778104261808335417,9CCE01F1113071B62969CA9592A2A53E6F7BEFFB
00026,790960837,0, 0941439507065006527,867EE129EFC1AFFFF12BCA9B94C12A11DE92F138
00026,790960838,0,-4502978405207119063,96E29A817ECDDE8B2EADE480825A14C35219726F
00026,790960839,0, 0342595445691825776,E36512449214570B2E6E624BCC1037485FF1AF9F
00026,790960840,0, 0029490747724470727,0B6FF3C8A1F73AD3E7F003C38A1B6F7549A6AE7E
00026,790960841,0,-0817722218796987517,617D8F0B11F7E9FB888B98B13A747FB212E96D8F
00026,790960842,0, 9126795719878869376,BB1C9DD0BFE3E2642826A645569CF41F4F73CEBF
00026,790960843,0,-4698483991303139238,1099673F43FA8D245930ADCC5B047036AAD9B6A2
00026,790960844,0,-0116366595927710098,BF1D5F7212A695B2C02CF156F7BE0D510509863B
00026,790960845,0, 3567789448734402868,406F71E244FE84B9BF1A57D9CA635FB7A9BEB421
00026,790960846,0, 5483664365307233322,2AB79DBCA9DCF9130D93B05586135EA2369243E8
00026,790960847,0,-5177724093288501647,336B675B4F1D056D721585E7A6E8D3733EDABC7D
00026,790960848,0, 8821914578997391217,69F4F1C97ED1D9EBE8299A627C8A4B37E4CBC9B6
00026,790960849,0,-3781017319003044224,B8BE824BA8131DB16B65B023AFC34C21B95276DD
00026,790960850,0, 6937075852365717463,8AE1503306D1A2ECDE8317F74FB0B942A575826A
00026,790960851,0,-0940613817900393881,902DD1E1975A1100A6DF1E9989FD07BBE1A5D5EA
00026,790960852,0, 8523996298758182672,FB1F7AEBA1A9BE67CD78708759B32AC1ACCE4060
00026,790960853,0,-5423979931014883172,19438B239ECE0832478AECDE565D6815F608BCFF
00026,790960854,0,-6819382445286141973,6F2E0CD50A5C2DBF56687F826C5E622F93220E73
00026,790960855,0, 8534018789939463461,F9928419110EC38E6745E570DDDB38FABDBE08B9
00026,790960856,0,-8505287482719743818,D14A6C59FBDA1C5B8E275863F22885389820B3E5
00026,790960857,0,-2897402855510223844,5C5C58BF3A61C1D7311AF68DA3A532BA2078C7A0
00026,790960858,0,-1636132223172617466,1A3B19CD404ECA0DC5D1D62DAF8FF6866E6291C2
00026,790960859,0, 8393554537572698173,02D2BE84AB23E7B6FB1832BF4D70A4A9EFAF0EE5
00026,790960860,0,-7332202596849633127,81720DC4B12C06D41BE227BBC0F80D9848219D3A
00026,790960861,0,-7816826791351649212,86934C2EED72F04EBF64834EB48148ED14758A21
00026,790960862,0, 0559863288261780576,5618FC4230F2DB139D339323822AEB96A8F90F2E
00026,790960863,0,-3131990218007540081,06CD3FCEE0695AC8C8FF8E656165291DF3887730
00026,790960864,0, 5949903055898852120,420B1F76360E8D6F486E1EE140CE75680DB13AC1
00026,790960865,0, 1720308429540764810,81195CCE72B41BFA82D0CB4AC60F95598F139BDA
00026,790960866,0,-6560264088261541298,B402D439CC4F395375BF6BD103331263E85D0C72
00026,790960867,0,-0867495581956028646,9D1DD01424B13697961073B640BFD586622C85BE
00026,790960868,0, 8990986884734585761,0EBF626C4AA0CDA2660E54A43E85B67C5840DE5D
00026,790960869,0, 5215640532375082449,9018B93FE20404B6E2492A2F10217A0547A0FBEA
00026,790960870,0, 1122106445451839711,DCD84A7E119B18923BF678CE8260CAFEE5EBD236
00026,790960871,0, 7280367890641824998,B51B6544903FDC1B7C5560A559C074DE740A7F49
00026,790960872,0,-6541158887472029562,618CC8FAE34F55CACF486568F95BA492575818C5
00026,790960873,0, 6389658308216544119,6C261A5F7D46E45A0F5A5AE37E64835DE6137FBA
00026,790960874,0,-5058165573882059581,07ECB9556EFBD808C8592A3C2F56130FC78191A4
00026,790960875,0, 1035175506938338796,A6C78F5704C1D68FF51190695DCA943B1EA324AA
00026,790960876,0,-3384328312102104377,27CB546BDA9C0413E811931D724DF7D2B92F98FA
00026,790960877,0,-9054683360323089576,48AE18802FDCE20A7BFFDC481CC0ACE7D881D8B7
00026,790960878,0, 2321887836317993326,E2424AA0A3D84CF6031D5160466115E25E5EC224
00026,790960879,0, 0896229855593598875,F8EAED53026C303D9C3E323B8FF67F9D0701206E
00026,790960880,0,-2561795732468479009,9405744E83E29211CDFC339D63CFBB31B4D8D6C1
00026,790960881,0, 5779683571101019370,674D82A79044293B9AEB77F26EF82948366F5FC8
00026,790960882,0,-8839527553311683404,78446717529F9BFF4C82A84B4F68D28B68E873EA
00026,790960883,0, 7205529276609695987,927E7014BC9AEB7B80850E0B89CB5447B0A1DC8D
00026,790960884,0, 1414163605458638754,F3B154250361D250AE47D3EB1B00419C7A8F3EA7
00026,790960885,0, 3412366346576356551,CD55AA820AAE08C3AD73EEE5D068C2BB74C7BE15
00026,790960886,0,-6428716057671837190,55D0FDF18E51B17F8897B97FBBDC238DF828261F
00026,790960887,0, 2332538478300025399,BA94B5103CF8912AF62973F47B7BECB9B243FFF8
00026,790960888,0,-7585453220113588187,FFC1C742E6AECF9AA339A61C592C8D8C9753A0D8
00026,790960889,0, 4202190738590514627,B30317123D7FA41CFB6DB354EC10F0BFA48DFDBE
00026,790960890,0,-8201019836184805162,3F18BA2FA6072353566FA4AD7D25ED2142E454EF
00026,790960891,0,-1751838618722892887,EAC3E8A7F4B08B283564F9D82DC1DC6572CFEB10
00026,790960892,0, 1395530869913121116,8CCDB56D65AEE3E3D91CB062CDFFEE24F65C9364
00026,790960893,0, 4639718113457479632,275AD025124B5D349AFDB4BE13EB56708D8D8C38
00026,790960894,0, 0732027548003644810,36DDDDCCECB53D0E9412395D081CD423AD4B2444
00026,790960895,0, 3218424653987661133,C5EB9403DDA21DE7A44750C3D4A2B5C1C2AC55D0
00026,790960896,0, 1138111697384051604,3B51B7329FFD3640E013A25BCC73A7E77A2E25A0
00026,790960897,0, 1285580695401120568,4A980FA16208EC63E9459CF52050BA2E6B16C479
00026,790960898,0,-7030662877935186619,5B022BA7B169699835592058FDF05814A64E7EBA
00026,790960899,0, 4734419538165936897,26D74960F0F1C687D1C3AC392F200F9964C773C0
00026,790960900,0,-5175987592037497041,62885B78F59295DC079A16AF45B3489DD5931EDB
00026,790960901,0,-0453221685768532691,DD7F5D6A6E738E370F71559D4754CAC024588DFA
00026,790960902,0,-0002482883460834835,0AE7CCDE008CE24D889C3CFAF47B6508DC00707B
00026,790960903,0,-0111231782069361987,B1FB66917C0B9445D605A9FB7C3C9616B20843A3
00026,790960904,0, 6027089363658024575,C924908EFE96C44F184A722E6D8B4B746DC3CE08
00026,790960905,0, 5839085075872477168,ACBC65EBC45C9D4A317EF80168F5894D23B24B6A
00026,790960906,0,-3152252762414384246,242DFEC0A5704148340149899E51845DEEAD9A60
00026,790960907,0, 4353819747173452482,2BEE61E26CFABE35F07CC4E810807CB4EB62E2D3
00026,790960908,0,-1019005548484051395,369FEF7C04AE292E64647A446A7FE31F4C6A1EF5
00026,790960909,0,-6966409735702716998,56FED6437F0062317DCC998AF2C91F6CBAA74346
00026,790960910,0,-8579623663161761096,DAFC878A46036256A94BD6FB8D9D6CBA3F58F7E6
00026,790960911,0, 4842499925745170835,3B5406595DFCE605ED5FD746D0BC6078CA006309
00026,790960912,0, 4927502273684897276,C2B3349F49BD9815BF82DF0D1AA31206D7AE3F83
00026,790960913,0, 5731100880030414977,BA768DFF87BE25C55D3510A10E4C5389CDADF665
00026,790960914,0,-8072262662867235145,28AB6D162B5B02E7D0A2A8158E7C89B62F4465B4
00026,790960915,0, 8487914608556023921,AB851076656FFF138E8DAC4A433E4875F25DF433
00026,790960916,0,-7737210225185433209,01B54C5241D3717C7CC667896BBFAA7A94E38C8D
00026,790960917,0,-3552716112163779692,A1ED5E8882C07D8E31A8E3FA82B6743B7BBA1BCA
00026,790960918,0,-5458234539698110501,294869235CE4A1A1CECDB7F11AA031639B35FEF5
00026,790960919,0,-1349508780960865894,6A16735C9253B071D07BE700DF936548639B1908
00026,790960920,0, 0510248184817090525,BED1F3D0C4159111480936C9130DBD6CDBB541A8
00026,790960921,0,-6863856675216605136,4399B58044498AD5F2189787483C3C91C1FB07D4
00026,790960922,0, 3220050815635708635,24018798C845FFE1F18D27AFDA473322EFABA288
00026,790960923,0,-4150607479939640287,C46449AAB722C407E053F91A517BCEDA06D70B35
00026,790960924,0, 7964968420950735248,93BB96E5EDCB07FBF73C5D44CD49F9221F9C7FC6
00026,790960925,0,-4476231521997698748,FB5F21E20007DDCFC404242F0EDD8350ECFEA906
00026,790960926,0,-6497348129163754083,BF4AF9A087A494C13287AC035AA0F5D8014D1BE7
00026,790960927,0,-2085151177377055619,151A4BD41B52F5F1488450C70C92EFC8A013EA47
00026,790960928,0, 3239236662347662200,97A668FBAA24DBFE6307B0B97B43FC196D063140
00026,790960929,0, 3277637887646479985,35022082D74091651368A543B180691E5CB581A2
00026,790960930,0,-7169551907636516897,821795A9DDB996FCD5A622E8D7D5E23872E7D801
00026,790960931,0,-3504292780801078448,BE8CCB02EB9D5BDA3283B47299C1B1AD3AC5217B
00026,790960932,0, 1457131410934994603,890A50B4A23D38D62F8FD96815340F2F90542EBF
00026,790960933,0,-7731946800575541090,D0996AEE2FC0F1910D05FE01F6672AC6EEF78D1F
00026,790960934,0,-1500706741349455835,D6EB4B061485BA7F8393F7C8A762FA9E41CCD2A7
00026,790960935,0,-4341544659543553667,786DDA46D29BA1A6E7C1780D87423ED1F427616B
00026,790960936,0, 6031983259275938425,4E92C0763D6E044D0F72729C45A8A870E52F3C09
00026,790960937,0, 1672061773080288476,868FE0D9A6B317E895CCD5B520641F5244193D11
00026,790960938,0,-3337153607802591332,D0C373F7D4091603273338C1A37205C2EDCE2E8C
00026,790960939,0,-8918015718097960047,6F6C33B73FE937B48B5AE755F3CCCF925823DA11
00026,790960940,0,-2448742700859036128,87C9F296D67715F183846CCE130983944C8EAB8E
00026,790960941,0, 1178697550743875736,478EE3D38955D8540F8F2A4F933D11B68BBC9786
00026,790960942,0,-6469258480735088437,3E80C2CAE478957963E91677A9735860CA8FE08A
00026,790960943,0,-6347966751894831229,AC4F0ED5289A6FB15A875930E2036D17679A5E61
00026,790960944,0,-4064957884253394437,93845BEBF2E7760AA65AD203FB062947738AF8F1
00026,790960945,0,-6366655550374918975,30CE5D07C5803BE8638303293A62C9182F5F45C6
00026,790960946,0, 3577704636809297546,2270DCD0A3168FAC7F987AB3CA74594E46012A0D
00026,790960947,0,-2045894790135258262,08FB12D6509EEB82120582F2F0D335BD79A90FD0
00026,790960948,0,-2436499755972360726,78B0A8E44093CD2A96BEFA379FFF516A952A1E7D
00026,790960949,0, 1625174084536711527,BEA02559F23C7989ED34EAE594ADFA285FCC870E
00026,790960950,0,-8811269570855514382,4ECB787031BCDF2671EDBA4B76971081F8AC255D
00026,790960951,0,-8256953966576642965,A41E578275FE760AADD6392F33C84E63A0DC300B
00026,790960952,0,-8915167292175370269,DE695341AB2980938E5035D7CF1CC99BABBCDC55
00026,790960953,0,-3347375734958613934,43C1765127183C255357C83C0270041CD594F598
00026,790960954,0,-2902638734753553496,2B156BB8A83588189C937CA109FCCAB14EE49E61
00026,790960955,0, 3425958411513633680,993656DEEA9AEE5A2AD5D82E831625E407CBDE6E
00026,790960956,0,-7518295401178331214,CE218F12C469AC39A007F56CA0798198FF945C6C
00026,790960957,0,-1972811096625070193,6EB21C3AD5B07A0D081FBC66A3E48F2B14A298DE
00026,790960958,0, 9009047151226368016,1CCFDB4466926E3BAFC8A1905D2DADF8A93CBAD0
00026,790960959,0, 4641071464744920294,EEB8A43CAC729C3075BA983F81AAF60C530953A0
00026,790960960,0,-8917472627588146404,037B9AC377DDB235202D79598A6787CC4FBC4CC2
00026,790960961,0, 5510647827094982690,1837E9D64C935E0CE0EC27DD07F2DC28B1ABAC18
00026,790960962,0, 6031897338277978275,6382B2CAFE67AE289C94BA783B9BA5A37C073699
00026,790960963,0,-6411645691318461181,DF3B697B5EE870492DCC4AF93E18D6237F11C167
00026,790960964,0,-4385487519875598667,3A213D93FFD61E62195AC108F84FFD5DA9733841
00026,790960965,0, 7008516408250573194,453556099419C6DE595C324F2C0098C5AEC0B724
00026,790960966,0,-8052090253750365471,1D294D36992C8F70AAA4414F45AAAFC11EFDDE93
00026,790960967,0,-2701130233155298079,4611925FCD4FE2BFFF27F528293E29CD5543240E
00026,790960968,0,-5120658828452409696,BE288B340E72433EC939DA016BE861BFA27EF12B
00026,790960969,0, 7378421884707478744,C56AC33FBD1D8512A2F2954C789EA77A815A89E6
00026,790960970,0,-4956854597156335915,4C2D0146E27217E523E5FBAA7668E23D8E4BC8E9
00026,790960971,0, 5907837025444193917,19AF4D7837DF5CCC025A670F0CDE4C81D51D912B
00026,790960972,0,-7302216149809812797,F95B25FAD46B88A79F7260549BABDB26F370EFBD
00026,790960973,0, 5865664261602798344,DE504B267559832E78279C2EA3DFAD9649083CCB
00026,790960974,0,-8965540482502422258,C24E3E8FA026E182DD9E67460E9A8BC7F5FC2AA9
00026,790960975,0,-8212214627469764337,35D392FE0033BE25068EF4FF60CBD1D108C8ADB4
00026,790960976,0,-8778779541717222496,778E845222D3BDB03EE3F29793DB6BD0FBFD39CC
00026,790960977,0, 6248190604716616861,7D26606BEC04A75C34AF3CE7B34F8DE72969B359
00026,790960978,0,-8959912715017530081,777E6F8FEA44D5A4AD0ADF09A4C3333249CE3456
00026,790960979,0,-1184380903947016550,DAC4CCABC37E543FC4EF9589C3884067728768C2
00026,790960980,0, 7678019554600333379,DDF30ED24C2DDE65A01FCA9C117DF4C0E9CB3EE0
00026,790960981,0, 0916109980204675983,A98E24A008DA0BA833F7AA88CB3350EE7CF4C4C6
00026,790960982,0, 7315732846513123670,CE1E14772B9BDEABB608BBEEFD61D1DAD3A721D9
00026,790960983,0, 8105220186618956154,BB6A954404DF1C037C637CF7E48BEB86EC06691D
00026,790960984,0, 4226972260583979297,6B70979FCAC4B6C517BE23C6FF8CF054F45705E9
00026,790960985,0, 5002748983920496332,ED3F95FDAA5300D7F665AEBAF2638A3B420D8BF0
00026,790960986,0,-5771270210428228739,C1A123B8E12F04832DBEFCC4F4BE2DC08EDA9AC1
00026,790960987,0, 7793927406096400417,628C4D952B76749EFFF1BABEFA36A9A005CA58AA
00026,790960988,0,-6563115612291207821,F8E002D8E857DE8158A87FE288736217204BA022
00026,790960989,0,-2734509106365699642,3832C642463CB2ED0900420D128156D70F4CCB6B
00026,790960990,0, 5986852477180445970,EFADD440F8DA4E4AC32C87DE2CEAF1DCC7189329
00026,790960991,0,-6777396412361724345,54CEBF4F40D09303D6267A8DCC85A6C4D4225AB1
00026,790960992,0, 1028658388317334614,15EDCC0D6010ED2892A2612684E6FBBCFBB18836
00026,790960993,0,-2053278576293479320,232F516CEF130E24139F7FFCDFAA7D635A210A8A
00026,790960994,0,-4654713609998756444,217E66422FECAA7A52892D275AB176D2FB0F6B42
00026,790960995,0,-2482938165428664591,811AC248664C5F4620DDDFC4D90E622285C26770
00026,790960996,0, 1178128261885683888,3BE207FEAA1ACDA12A69CFE6A44EF284B3406620
00026,790960997,0,-7932366399614361781,3DE51BD173E9541E79A41A3B0A5E65DA490B7F95
00026,790960998,0, 7144584497414208711,5C1BD0FFE42A53CCBDF11A5FF56A74F5C04323F7
00026,790960999,0, 8806919484585337311,F1986F3263E84E01228E1B3B66AA22C1075D6077
00026,790961000,0, 2746005100948136746,B949E27E331E9ACEC9566DE93354B99DB9E67ECF
00026,790961001,0,-2251673820440541978,011640B7F55B8C1A4C166173F93A409441EFE134
00026,790961002,0, 0597958849514467372,2DB7F7A170FF8FF557B51C67E77E8B8808A13E47
00026,790961003,0, 2998088786643466199,AE7370BB345C0CBA1458F890AFD1F73F6E922C57
00026,790961004,0,-7406246204867887621,42B02B54596763174091D65763C5D7ED54398F83
00026,790961005,0,-5031365183015287789,297FC5BE9B1FC9DD8EBD5A7339FF15CD793856C0
00026,790961006,0,-6827447075854137382,3E05B2145392092A71D731612EFC93634ED82D23
00026,790961007,0,-6973143777884995992,86CFE6F8A2E51549E7A0FAFDFDE6462FC52065B3
00026,790961008,0, 2370205507956915382,A37184F5269073429BEA3F6F852FFDB9798B684A
00026,790961009,0, 6937646963530158314,3C5D8D01ABA604EB1C9DDE714009BE91F7D6CC73
00026,790961010,0, 0146494571424010275,87C733FDC7D0CCC0C30BF5CB21A2F132EAA14378
00026,790961011,0,-0657690743134615414,F701265621CE138B8776EF13F654B57CD4DF89DD
00026,790961012,0,-4600587351528510900,5D42B44D1A05EF264F532B5B3DF6A7578006B361
00026,790961013,0,-3982633438543065120,DFE3AF6242B0F42DA4A4513B06E8F3191438BC25
00026,790961014,0, 7631819846093032419,A0227FF6D31E952784DC70769A60A11A9EA5D2E5
00026,790961015,0,-6423563962258986977,F3CE4AECA1AC95FE62CA6F8FE0835245ED3281BF
00026,790961016,0, 2291351084494590800,2DCD11CEB9C2A84F252609B1B98B08E7FA645B20
00026,790961017,0,-7000324459687978708,7B2B23068E615E04DE011C5F850296AA17405C3C
00026,790961018,0, 7759140340678354226,CC548D50A6AE3F4903C56A9600A488D1B209E9D5
00026,790961019,0, 3674344205059338903,2D365A6AA2BD799FD9C440D899F8D651E2FC3997
00026,790961020,0, 6176457870449175880,323AC76C9BFF4E253981E31E2E2CB35C1FB783EF
00026,790961021,0, 6969584714460749171,A382D843F30DD230AB103FBF3C354D6D655A9383
00026,790961022,0, 0780491220055996920,DD6C4686476CAF2E2896A493C3B2300DA5B86F63
00026,790961023,0, 8377127975544915318,3F4BC76008A828B7F8C0752414F7137F57CDC6C3
00026,790961024,0, 6410522864530836692,982222F831C1DAA603350BE5176AA0B555F31B72
00026,790961025,0, 2327292704238446794,D680CEBB1E33E7D5EA1E8BBFFB718D4196CE01FB
00026,790961026,0, 2876808157586738980,EDB3F19D9DEC0B4802C8FF49512CF2BFCFE9FD82
00026,790961027,0, 4098204147963238331,B89A7095BA5B6716526E7C1B4AB98EDEFEA4D49F
00026,790961028,0, 7581152181724746722,2EB72435A6C8297F29C2DA94290E305CE19D92C4
00026,790961029,0,-2557448353732001901,52C7A37D28E7CC2ACA2E3772FB4CE049E6D4C4BC
00026,790961030,0, 1081957765029721325,B1CE2DFF2AB1FC3B4B61195F394D5B8C97DFE549
00026,790961031,0, 4072623170971868790,192AE0C541D097E2EF0C5791E41482C4387B236F
00026,790961032,0,-4358955229188300165,F8688EEEDD16AA9E061092E971FE2431DA0B9154
00026,790961033,0, 9095894471997925873,7E32158CC4AE82281EC2EB162BAC16DDD5B521AB
00026,790961034,0,-2185598160936146328,1FCD7FA57D3487F9F03FA23D327D9A2B2FC675F9
00026,790961035,0, 8117456218423731461,DE81A05A16CEBE019B5544D5711951B7352925D2
00026,790961036,0, 4561889183483335172,818506AC8C4ED0968D849C4FE00A46D6E36F969C
00026,790961037,0,-1103537384426694015,17E23F52685C90DF5724267741E5958EA151A4C9
00026,790961038,0, 7719146446203650569,A3F6254310E63481007190D489E7126396DC92D2
00026,790961039,0,-1157774724028876727,55C7FDFE5C1FB3B47068B96A6FE4221F1E5B6B31
00026,790961040,0,-8845802567202486177,C17D42FB6A1952E51184D5CE3B303DFAA30423E1
00026,790961041,0,-8189442228126023988,D2C994B10FC73D6766BE8021D805F60000632138
00026,790961042,0,-8726444478872841231,D8E3DEE087769FE95BD07BA0CE02E805CEDFE8EC
00026,790961043,0,-8034178015410135467,7EBBFA123E7D2F02EB554BF4126EA1E398C61C73
00026,790961044,0,-2414424064953186191,CEA0599C7DF5C707AF5CE7A67586383C20ED6891
00026,790961045,0,-8051655284479445515,32FD69C593A4A0ED286195EB36752542C875DFE9
00026,790961046,0,-0145931534971269236,1059A9AEB7BD7449CD27BD41D595242E07E2C61B
00026,790961047,0,-5173986976152763327,2EF269A939ECC0E7A377CB68F988C5FF1FEEE9B2
00026,790961048,0, 5222553258362640763,6F77689EB18B1D26C3CC072402FC3909BBD9B9CE
00026,790961049,0, 5947413760815300872,B95271DF621AD5C182039682F7747A119C0196F0
00026,790961050,0, 2534645013355613698,6EA1E5114ACCD54E2A1D47E8E2028D28F3D6D7E4
00026,790961051,0, 6592664805272640506,238038F5A4036C18D3770FF40A21BD891F7DD9CD
00026,790961052,0,-1450940635509804613,D52833FA347623D6DBDDBF32590C4E40F6F97D47
00026,790961053,0,-7187584758212000744,54F457CF5CFE4A4FDCC6A0E3779098A2C0B65C19
00026,790961054,0, 3830092648830777763,5D34AFEFF832AE931E567169141869C80DAD59E2
00026,790961055,0,-8866456705270706303,5594A8F9C2B75BE70D8A0131EBF2A16D69DABC50
00026,790961056,0,-7232471583788100974,D2EC7CA4E961F3EA992E6D2266BDCBEB7C1D9FA5
00026,790961057,0,-0651502042958803069,FAF0720A57E41821E9731DB1DCE6582E5CBC1A00
00026,790961058,0,-4429403595260857412,BEA862D2EA69E3FFA4D6695A42D41C7E318F9857
00026,790961059,0, 4517161764053898604,52B44C33CA6124DA0AC6FAE7C894851798B09487
00026,790961060,0,-2111036344100370394,3A94F6EA2CB37F4CAED06052B859567531F84C24
00026,790961061,0, 1744270243569437697,049182332E2AABF63C2ACE62D76640ADB1EBA2C4
00026,790961062,0, 2866744246034648881,9BD5F1B6AB64C029D107CA9DC0D70521FAAAFC94
00026,790961063,0,-8160280349620450340,7D07EDA3C20977176FDCE1C92C71AB01063A6080
00026,790961064,0,-0373728573936229044,DFFD6053465A331CDB2AF226CDACC8AB2E8FAD9B
00026,790961065,0,-7629895790514834088,33434F8A8B495DF96D364268F37A868F5B0D76CA
00026,790961066,0,-2661664739034255559,AF1F012E41251C940AC83B9FA6A780065AF6BFEE
00026,790961067,0, 7888421362471135691,ED205449BB18C4C1932E1DF166B55C9FCBCF7122
00026,790961068,0, 0810311949674670068,BC664D315A778BECF511FAAFE65F0DD0BACFF1DD
00026,790961069,0, 6232744997896452043,F8EE52AD6D95DE03A9E9AE8BD136B052147F0526
00026,790961070,0, 3081243289698706616,9BD096229B387D8373F862C8BE0466304DE8E2F7
