510626,0, 5139437773928070602,2BC3739B4A6DAAE962DBA195CE0AADF84F6EAE25
00026,790517171,0, 2013964964355348205,298CC2CC102B1BC544FA8BD8C5B0EB6046AB0A2B
00026,790517172,0, 0211287720927222480,A4AE024597B872A028F7F93B3730D75208388398
00026,790517173,0, 3813946522879067171,469E9ACF776DE7523D37DE974F20E833FD9B8B86
00026,790517174,0, 9071499210861422035,2BEBF6A81052D9F3627B73A5E69C12A1B6CB097A
00026,790517175,0, 9163564310537875648,F5B188A811333E2934EE8B1335F41639EEC90399
00026,790517176,0,-5385380757446389069,CF00D41C39AB68E13AFB983DD4F9A56B6B7DB797
00026,790517177,0,-0231930616230966909,37C507E26ECC9C3CD7FACC08A65095421ED66943
00026,790517178,0, 0392057051073128422,78922058E85C7328460E550854892FC463C63279
00026,790517179,0, 6862454324512320828,B0399E5EE94C3A4DA9AD3AB5827434C641050F82
00026,790517180,0,-9093167827887095815,7FD4AEC45612CDAF2EBA8694930D3CDB1EC66C36
00026,790517181,0, 1080151168813790107,A0BCED35127991AA8F5F2010610434B895E88E7B
00026,790517182,0, 1673801790225618607,31726EF1F28A6D98AFCF7CDF34634122BD730FCF
00026,790517183,0, 6182438262391440603,D0FA37513300BA68E8AFF8B4D98AEA6AC69BB1A0
00026,790517184,0,-8163579725212799550,7C918EA1202F5DF2C5BC8481B6842CF047A3ABE4
00026,790517185,0, 2466281829696273361,75A91B16958027B2FA0277BBD7CA3CA482C8ABEA
00026,790517186,0, 6234483039817147833,F352341D96F33F4CB4C1C438F481A32266491541
00026,790517187,0, 1168295682974190323,DE59BF52E906FE930ED2F0EF60903FC2424F791D
00026,790517188,0, 5544378978930029941,8A2EB9C25E7E50DD079C35D73EE77DB9D48794F3
00026,790517189,0,-9183251929379153650,1E7ED8A33974D7DCABEEBBA5D45D99403A3DE403
00026,790517190,0,-6352865870319805629,30908CD49DCB54DF988F0E715008E3D577FE0F3B
00026,790517191,0, 4372745129747876557,1069AC6C921A88615EC586B25E009EBE10ABB835
00026,790517192,0,-2598799196386540448,6402F91C4C1636D12772E029CAA5EDD3800101D4
00026,790517193,0,-8713807500995601168,5B45907132FBA6C775A4B06F52F33AC5FDB78B53
00026,790517194,0, 0087650107186194483,C8C0E8FB3D90DC9CE9E00330ED2176905A7F32AE
00026,790517195,0, 0911154622173748021,4E5F1C19E3ABE0B088ABDF2FEFE053268A07D311
00026,790517196,0,-0962496441746658658,83282F16FC31F04BD402C4E602FBDB78299D0BC2
00026,790517197,0, 2188759638310393407,82B23AEBEA39D0D756F479AC4E39C583E7BFD122
00026,790517198,0, 0434022432333532589,0A944E564995265C72BD749FB0596612C43BE0EC
00026,790517199,0, 6558167397742242578,2ACAD5CC02405232097C260DD9866AB5331DB79D
00026,790517200,0, 3372600808483248384,E3C058889B832DF240B06C0EDA36B200E698F19A
00026,790517201,0, 3155567193287275948,6721C247374F85D630D3849509CEDC4EEA287135
00026,790517202,0, 0935059969428670180,6237E556DDE49548DEA157EDE28C60A16E37F859
00026,790517203,0,-0731682126889581626,D459F0D6B90F10D3E1090F0A49CAA0E58C4125B5
00026,790517204,0,-2058602903918539959,FC1E2E872008E9D206167C435553C81C1196A455
00026,790517205,0,-8068142280717899409,5A320C15F78A8D01EBB19A4808399BB02BEA6FAF
00026,790517206,0,-8584557390366506499,D4ECAAC5BA6518D6FB7F467D36B72892E0DF91CC
00026,790517207,0, 7589112800982223468,04DD7A856AFA912061396C25B9561D1DCEA5A9F2
00026,790517208,0, 7822036924532417063,1C81855D9C6054B378E1A9C435EF97464E061D99
00026,790517209,0,-3686990506783029586,B20FEC91C86FD529092B718DA46C58AC0D4A2A00
00026,790517210,0, 6266316982456664460,A908D4D996FA3821AECB7CAE90184E546377EE20
00026,790517211,0, 4467266994222554715,3D72C83E0E14750350BFB8795485A2F929824FA0
00026,790517212,0, 4758147253919141441,98FBB0800D8476BB3CF3A758BFA8B679E19F53E4
00026,790517213,0, 3881391415584685746,F4FF621E54FB9846CEB0CF7213C7BF5884502537
00026,790517214,0,-1698467978223292365,8A01100AFD954B9C4D7BEE99F22D64F376AF0DCA
00026,790517215,0, 0578271707993175739,494C13D23E70D81F40FE46E7FFABB8FE69484E3D
00026,790517216,0,-9135428343822178977,B0B87071C391992CA90514E31E23EC2615BDFE0F
00026,790517217,0,-7859789357298202131,AC89B6B1AC78D1350D12E1A89A0D4E44FCF48A30
00026,790517218,0, 4027446578740652990,59DB57FA7EFD7EE441A0CB32E14FA3CC847A9309
00026,790517219,0, 1737167939201112000,E046A0EFB27A50E012919CD3A0836E7DB64F2CBD
00026,790517220,0,-1034093665621134292,7AEAE6167E36C87C6CB9E9968B02B7C59349A7E9
00026,790517221,0, 7949043081235965257,903259DF0C7E7D5EB5EB5EC5688DBD9DB50D85E6
00026,790517222,0,-6594437979463927410,D1772008CDCC0B368E7C624DC7BAC1E85EBC1BAE
00026,790517223,0, 4798062951852191737,B7DA520761B48E29033C023B8373B663D8DBED62
00026,790517224,0,-7576027888649622006,D24466529A25880D6216B3CD1FAD1E5917693E61
00026,790517225,0, 6819739812073478733,AE78611642A2417E3BADDACDF6FF33F38FA36076
00026,790517226,0, 1420311238733785361,A7EF680DE3A9FAD2399570ECFC40F429773EF9E6
00026,790517227,0,-3864342741410664353,392F11F301EB76324A1F1B6DFDEF9F6E60AA46BB
00026,790517228,0,-7090158562512815344,437B4D066AE5D3CE577E727E3227ED60DC9DFACE
00026,790517229,0,-7951967899200137019,ACA87CDCF903B133390C8D56D6320D03CB44A864
00026,790517230,0, 6466706359001101753,69C647BDAA2A55B291CFAEEA955EDF03AB4F5CE7
00026,790517231,0,-7045287661706790919,FD12B8BEF52AC8F1CF0ACFB561B97F789E9221E3
00026,790517232,0, 4656857764352773680,C317D86428577BF43388662C2DAD4D66B2CA8B54
00026,790517233,0, 0640829834651741222,037D288DD2A4A9357015540170D2C65891BAA36D
00026,790517234,0,-6780781802444851312,CAD497B6948AC327B533D43ACD2F968B500B6C70
00026,790517235,0, 1730102167031166529,DABE5A101739B3713CFC1D3E8FA35D6A88CD147D
00026,790517236,0,-5214730564208918834,6480D92D8BE5A3D6AB52AB71A45128407609750B
00026,790517237,0,-6273012080376867300,ED632405DFF466AE5A169A0E656D12E64C82B155
00026,790517238,0, 2335450009731416382,737289E0E3EED950107F6F7175BDB4D0655F83BA
00026,790517239,0, 0229247953120463651,CC6BD17597D469884E78226B82DBBD8897BD1263
00026,790517240,0, 0388907078632731567,AD608C3302AD311C7663BC2EC705F160F3C1B1B3
00026,790517241,0,-3438169021176441764,6DF7730CB18CA14FF0945A29C4B8CDE3B26DF8D2
00026,790517242,0,-9151647205045427812,3AC68B9F6591FE11C7482DFAD005F21EBE3E43FC
00026,790517243,0, 1802163883155456028,DE67BD0CE0563CD1A76D4C0B1587755BD80876FA
00026,790517244,0, 7925619810025745522,20A4B366500E024569793A865580204545EA394F
00026,790517245,0,-7284462510040375096,27815B3CB4D7109CF461765758FCAD76D82290A8
00026,790517246,0, 1833753548564708468,335223EC192AD3D3517C81B9E5749C2B0D17CFCA
00026,790517247,0,-3072180665036170965,DDCAA434FCD640592F59ACD63519608E733D953E
00026,790517248,0,-6208828392084601097,6D05A8B6178B6748BD29101A81EE65723F7D0B94
00026,790517249,0,-6791729499773901214,61A5A5298668EB80A56464891BC98B5284D29FF9
00026,790517250,0,-1291117798403990985,5828CEAB97D6527C969E8BAFB4A942F98D1627EE
00026,790517251,0,-7028113653604189913,3B96084F33A7CD582D93A48BAB519BF284E4C7EF
00026,790517252,0,-4057311246950335279,3362D942846B034FF98D1624FE4BD8BAE4E76537
00026,790517253,0, 4174234465803921697,F1095C8086D967578A09749D3D7C3C0573DA4E66
00026,790517254,0, 3589782470289206755,AEBEF176210176AA90DD854C4B6383BB2AA2F1D4
00026,790517255,0, 1612193009246879753,8999CC5621380A2E203C8DB753AE0E822A661330
00026,790517256,0, 6423933178010893260,EB347503585C2DFBF8DD0F1D941644C6EA88E82F
00026,790517257,0, 6894177314029235584,2048EE98B5BA44DC1F161755862C39E89BD86128
00026,790517258,0, 7370559130419864872,C47FDC78C06CA253F3D3857725EC8E8D21612334
00026,790517259,0,-2110182319700942281,BA4D92FF8A2F2D1274164EF68E52136E1E527D42
00026,790517260,0,-3823660372175005641,6E5B8CE302133ADC281D7A41B69BB11A5D8A2825
00026,790517261,0,-5487557809935183357,5949512344DA660F7DB22A8B722897583DAF9123
00026,790517262,0,-6661295380249125232,C90FBAAE19455FB92E6EA0696E708D344B94608B
00026,790517263,0, 4817019559151032498,59007AEBF5FF988324772A544B5C4B0B2794400F
00026,790517264,0,-2374845286551272465,E143BB58FCD96AD71D4321D39E7247E55D90EDFF
00026,790517265,0, 8447069459104874193,4D261C787A504F4544E5BC00CDBF70569999AE24
00026,790517266,0, 3040422716197187072,6996752B16D5ECD696A302D107CEBA203E8DC510
00026,790517267,0,-7161209114274505701,49F08F0131E46EA412D1F1C3380A2409A0AB593B
00026,790517268,0,-0595812441694207621,BEC335230C1AE3D1C25ABF40DE5D9F26D6C4B7B9
00026,790517269,0,-0869906729863126850,CAFE70FB97D0895E96529B0EB9E9FDEFAE8445BE
00026,790517270,0, 7791050139868150420,ADF233D294F6177A4700009B17D5F9C5E2A9D3FE
00026,790517271,0,-5646761550669641675,326C2E012A55482C8E6495804A13D9D5F528CC80
00026,790517272,0, 7923823968084779054,452577038B7480E647BCDEBD12C4D06A516FC204
00026,790517273,0, 2460594585221701520,28570A1940C845230A162289A36736E8E5AE8EB1
00026,790517274,0, 0628211413977611345,C60DF0D2C9A8D3B953DDBC4FF6986F15539D6B01
00026,790517275,0,-0636028761719933380,417E88E0882D07A8E2A3C2E309A01AB00C375949
00026,790517276,0,-4420783698512405015,23E9DF00381C0024C98C7FB6B909BC1723FC0FEF
00026,790517277,0, 1146554812650911862,BD14FFA7A265E8B8635C88ED51AE9C161E79C486
00026,790517278,0,-3522117443855161650,E4A5C29368232C8DB871AC1622B0D883B54825D9
00026,790517279,0,-7849823936927605624,72C67321E34DE2A69A8D999BE4781C4313199E04
00026,790517280,0, 1989046281618381163,9DD6BE474CAAC4E2D7DCC111E517C1CF0EAFEAA1
00026,790517281,0, 5990212745094565932,5E2C124F1412874B110F3068ECC7A9DD317C2D28
00026,790517282,0,-2342302358787134569,075F68373D60182AC4DACBA39AC4CE5974E7F7AC
00026,790517283,0,-0677163707406968595,ADE2039809C73A8DAF318A63F2A7674831DB9C52
00026,790517284,0, 5662082548261256532,2AE9DD2CF081683B405E57FBE36FAE26B6357F0E
00026,790517285,0,-8656305517018347802,7A5F2E91E10ABB0856DD8964696F8253EBF38A03
00026,790517286,0,-8221278875883644570,0214F4889635A1254648DA38DAB8295D59FA0DD3
00026,790517287,0,-3053648232286394099,BB7692A3FCBDF30A4AB2D5D87B91E5679E55D6C4
00026,790517288,0, 7755099341618383511,D8F51A2B95CA3B1BA0073667ADB74A6A0D0F658D
00026,790517289,0,-1375316786651447015,F89A1F55F048FAE4EBE0850828A61B1F8FCFC8C3
00026,790517290,0,-0298140328771422097,3200AF16E592A00D2BAD256233E49198CD755838
00026,790517291,0,-7418663804218945652,B79C3617DA9F17C5F69E03BF90E2295F3F43A84D
00026,790517292,0, 2135235391539084595,797544F450A8B95748C8D5BE42325F1B0A705506
00026,790517293,0, 8656148579243539295,2AA41447D833D2329A0A8A49B369FE3C0F7D706E
00026,790517294,0,-2969996280073749643,34D85A1DF01BC9E34F3F89CE64950EB252140C4A
00026,790517295,0,-8267423792905245822,F29693CEEBF89A5E42F295EBFA3280452EFD3223
00026,790517296,0,-4054893301815694015,ED1679CBD58CEF0398758309838AA40EF83FF7C2
00026,790517297,0, 6678305483395307567,80CA5538DF9878B4EAA2A68E790345853C386826
00026,790517298,0,-8540865517278375710,9B854CC9585DEC9A45391C236A633FC6283B1114
00026,790517299,0,-4159676580141156996,1CE37EB5E290C37CAF47634477AA77ECC98BCB23
00026,790517300,0,-5312974962353662160,26DC73455DAA42609B55DADB4C7ECFE81643972C
00026,790517301,0, 3101622386755119013,8D20345C4CFBEB4D92F589AB32B5ED9A4FE2AA76
00026,790517302,0,-3053896340365247697,FE27674ECA4B5449F8111024B73AB71723774729
00026,790517303,0,-8152545471036661434,F0FF3C5616432C277B3FD9D865882F597F3C53B3
00026,790517304,0, 2862479373794504619,5053DD47928A0A6A2E8E92786CC9BE05BC0E76FC
00026,790517305,0,-7380285504848311973,4B2A7B22D611F4E4109544CEB3D6B7368FF0B9F2
00026,790517306,0,-5157875223185504475,82854B54B1FB4B6EFE19588C53311346BA9E5463
00026,790517307,0, 7144950607324842587,F2396EEB525D77E9D27E29C4FEAB488BE4C00038
00026,790517308,0, 1997086746535253640,7D8514A03FD723577BDC9FF1728C6D0FF4BDF8A9
00026,790517309,0,-4858126864959882814,523DBBF105C224AB8CDD1AF52B4E19B1CBE5238A
00026,790517310,0, 2813135186650951814,1681884322EF0D8BCC92BA56B0CA2E81E3327049
00026,790517311,0,-1398796883350488992,F8A1679B4585CEDDC1C7B402C6AAC004F2018765
00026,790517312,0,-5094336330944153553,02979D03D1A5A57328283222C4DFF9C652862158
00026,790517313,0,-1587757029450157893,D60F6DC91D6932EE0C4D15A0F7771820939668FF
00026,790517314,0, 1412109669661104425,289DC9E00CB0F63C59B0A095AB5C501022E8144F
00026,790517315,0, 0667216671220203622,3E20097B6B69C3F4F6628CB4797BD72C5864A601
00026,790517316,0,-0556575280038537897,B0B4E5F93A80389E5CDD719BAE1BFCFBB712995B
00026,790517317,0, 1312397116177814446,3F4AEDFB6934309085A6EBD9CE5B375E26C3F4AC
00026,790517318,0, 9023244120966769485,5AF2DEAF587A52F9EA631C9271CD616801F70063
00026,790517319,0,-0911823750450067123,83C6C5ED24907CA1CA8331E299C23B310B956503
00026,790517320,0,-8299668187745151348,334E5FB2DFECDA2450DEE2C31CA0C51DC196937C
00026,790517321,0, 3018502456764742347,FD933E4AAAFDBA1AD0FA7A46CE9E50C532770522
00026,790517322,0, 5892461922804309908,A164D847BA807DAB7F50F799F299433314F5778F
00026,790517323,0,-5537378966554116882,5C2FD487B1E1354DE93A6A0F519D67340ECCA2C3
00026,790517324,0,-4371514091383611270,BAA1B303BB597D78C88B558736E3B4BB3359855E
00026,790517325,0, 7320925046560462445,A1E6EEEF86F34978BA36E2C3FC48C8400D8F3FF3
00026,790517326,0,-6336677769936504055,1BAADF2453E6D13666A96FD9B8FD1387F1F5CE57
00026,790517327,0,-0254810806919239471,24EE1D944513EB5D5C2995B8D407034FC7B9AB03
00026,790517328,0,-1374775576162297714,AB3A679A9542C2D0EA7C6919A1DA69B4CB2C7295
00026,790517329,0, 3713981272185202540,F766F321EF59F8F447918C770D4484468C48FADD
00026,790517330,0, 5962409093019030132,2F2745649F40436D6739EF7B5D474FBCC07BC276
00026,790517331,0,-4458666536492558217,B9E74D1C871A5B8B10B1276DC40A3769E0A5FE19
00026,790517332,0,-5833316714111144703,41EA9471BB44B1F43B3988F0A42603781701471F
00026,790517333,0,-7886617742991218163,806E095C95F59C9719E3583A1ABBB6E2B8F7F92A
00026,790517334,0,-1651242731799339992,ABF2912F16BD9075CBC739D31B08D51AB66C88E1
00026,790517335,0, 4712796787301725663,EF01B35D12443AB56CF9CBE96E97C67356D18A02
00026,790517336,0,-2985044610103463850,BF17979D1D9086E5A9601E29674A95BE29413E8A
00026,790517337,0, 7490687799159353794,2B97080195F958F64F6B04CEE54986D5AF4E1BE9
00026,790517338,0, 6523991743973359000,5D88B52239232195B0A1F4089775818FED352E07
00026,790517339,0,-4571441044473820309,DE8FECCFCD684F6F3F6CC2F4B345C62F74D94BBC
00026,790517340,0,-7991118330925689276,CFBA9AE9EE58D709CE19BF5BA9596A1F1301C12B
00026,790517341,0,-0334626953156648463,2529C03D263F8902203535E7AC5216A07808F12A
00026,790517342,0, 6443686271420770120,35DB2D92B7C835DAB0F9615954B59326EC426CAA
00026,790517343,0,-2175647912826940643,B34756C672C075FF36DEDC990CBF9BDD622F0813
00026,790517344,0, 2823976897736747283,A178E903971DEF7DEF253C4C63D49F3FBD375AAD
00026,790517345,0, 7680321444229642388,7419684F7D79168AD6D8B024080B04396420C47A
00026,790517346,0, 6463077160003055456,A9FD0A08BFBDA7D5209AD3EECCD93CA5E0E672E8
00026,790517347,0, 8485327629117225486,C830B260663ABCB5B55E5027C97E995DD2CC61CC
00026,790517348,0, 0442673441755510709,9105171A2AC7762A67E133FACB316C3ED967D6AB
00026,790517349,0, 2319043497459183929,81D367CE32DFEFCA7FDF3D9F03842AD5AF0EE9B0
00026,790517350,0, 3702317274658063197,F4D2BEE91265861597F07D463F7556E4921E5A85
00026,790517351,0,-6297009042231730167,F9891E889B6165E65DF3DB2EDEC5BC07460D201A
00026,790517352,0,-2510323126924931236,2DEC074B45880E659F1192CDED23128F9D7A9573
00026,790517353,0, 2862908163136211199,EE2266D0B1327DEBB037441BEA83C832891DA986
00026,790517354,0, 0829165169335024264,83D9E6D28BE40C0B4542C4652A483718A45758A0
00026,790517355,0, 5143921973108931182,C92130BCB71C687EF0370AD696088B89DC7AA5EB
00026,790517356,0,-8026282624082849460,9142F24F36E695EE4EAB21FD6F7C9DFD263CA876
00026,790517357,0, 7437566914808149305,A0CB28C2873F1359E57BE62E2AC23212A2FA0C55
00026,790517358,0,-5925679302915791424,7B636CFB600412B62F13859BC1647DE8631B8E12
00026,790517359,0,-2749391023328394935,5FAFEF8E7F6F3A9633B99CC9677AEAF5B4474CB8
00026,790517360,0, 3408048464601686827,FB1FF4D91FB987457A0976BBA15BB337CCC65D0E
00026,790517361,0,-3410634932324824335,B8C16D61CC124BABCB53ECDEFDAFEA1C4AF5B33A
00026,790517362,0,-6210090225118889961,0CF3C9B20B41A03686614B82038DB1EBB269D3E6
00026,790517363,0,-3096438148283673728,B7CF53DB970133BB080D257A7E258BB4689C9C7C
00026,790517364,0, 7793564791078295849,FF9C54F1FBCEDF43099FD9FFA53F483E5E249388
00026,790517365,0, 2113736377181913556,ED2A62A5BF6E83E8102D6FB365EBCD61532FEDF1
00026,790517366,0,-5799202976931552124,3D611D58ECB04DD2C5EF150281E2617EF8AF7421
00026,790517367,0, 4007067595257661988,662612AE5FA1EF8EC7EDB44525299F9DBCAF7FA9
00026,790517368,0,-7157292259001316409,9CCD861758D18B3C5ECA86DA408B07B5FD93680F
00026,790517369,0, 5929871986246174071,FDCACD49C7D1C17077B146D8FD3755B75B4E6104
00026,790517370,0,-2995477867260918231,D4891B90CBAACE36A9EA10780E7C230FB8F1A121
00026,790517371,0, 7490211078609249430,136AF4581503471D016B0B921FFCD3AE4B5A2169
00026,790517372,0, 1520353748429104105,9E831CB416557E45F7909242192D0ED05D8D4AFB
00026,790517373,0, 7134119156427201074,C12FC4BF3E9AA5D091E34F3FAEF291CE010AAB98
00026,790517374,0,-3548875938002813140,F07308C9C3D560DBA5BC26E69CF38CFE7D198AA7
00026,790517375,0, 5331390229030549160,676CCCFCCC2A02BA7AC4B319570F3719B6C01628
00026,790517376,0,-5336908769640248404,D1641597A23A7DE7399B70C1DE8519BBBFCD5BF6
00026,790517377,0,-3754950640807393990,1FEF02608F1F5962C4D574EDEB1B1E30AF65F70E
00026,790517378,0, 0345262948232573174,7C93799D577DBAF6841F7ABBC7D029560A85AC5D
00026,790517379,0, 5675952048571179871,7113293CA5B41BD6945E43D23FBDC7478C7AA12B
00026,790517380,0, 1960498497533202312,974DEF1189C1D4A5B15B264623E87D95F6A7997E
00026,790517381,0, 7883813582405303541,76DE90B4CC00BAC49154B471F7368EEC2D29BFC3
00026,790517382,0,-6256049580445795558,3210877A9507083ED77FDA080FC2D36D07B1C53A
00026,790517383,0,-4717829068072573405,91DA7DBB49D306C0324B6BEDAE1B1DD78B1CF6F4
00026,790517384,0, 8343036590026083139,BFF52D0684FC62C3E397D26537A2460CEE3877AF
00026,790517385,0,-3975008097525071902,C7A183C06C8AE560CF6A32A358A98D73803034C4
00026,790517386,0, 4190405717474309704,6FDAFEFDF7DF3B1458511B9FC987EC758092F8C3
00026,790517387,0,-8703751477197098333,96449C912C531F38BF56D89E334F61FF8C1D1C01
00026,790517388,0, 6850302252078292962,A539BC8B0A5C9245FCDC54ADCCC4CE0524332242
00026,790517389,0,-1625984196374351377,EB91EC02EBFAA1D366F5236820710DD08EAF437F
00026,790517390,0, 3362100901465741827,81363E49896EB2D73A4CFF6F25DE8C832C677FF2
00026,790517391,0, 1716763754018178926,748A5776C0CDC9A79BB360E4BA79248ABFE34619
00026,790517392,0, 2542039138439191829,02DFA54C7D1C1F631D18316142F9915A20EAD5DF
00026,790517393,0, 2755183483302304854,8B8A94B074EB766AD12F7060D123DB373261E421
00026,790517394,0, 0235959090503231194,C86B065FBDF8758459FD7613BC7534845AEA2750
00026,790517395,0, 3013555237543960219,29814D3CD8991BC89F4C2139A6276A84FB1480DB
00026,790517396,0,-6781925937961573570,EAD6FB0D78E4907807849651BB3DF2B8BAF2C430
00026,790517397,0,-1112674759108953782,395EB2A754F812EAAEEB9C6911C707946045F3CE
00026,790517398,0,-7699457512295194069,FF1242D857F7CDA82CF489C2E6B71EA486D70A32
00026,790517399,0,-0511418727735038924,D44CB956CD5B5DC59AA7015A222319476C4560F7
00026,790517400,0, 6685788546843069174,23484B33BBA617B7C21E77907612CC7F96C30923
00026,790517401,0,-7733111117633625475,4127E9F7C6D37B12F5B19E5F5AE813295A1A0876
00026,790517402,0, 3395431575493414585,74BC685F73297FA11B2F6E20B8847376400E709F
00026,790517403,0,-7688319499402687197,1AC99EED386E9C39BB9C89F9348BB0B81DEFDE11
00026,790517404,0, 7349628496207054997,199252805D16A13BD2DB8DA7CBE5D0C330ADB511
00026,790517405,0, 8696916429253221816,6F721A1BCC7B02DF074292CD540C2224D4BC86B5
00026,790517406,0,-3837628805667471831,141A9F4592F53987B8538CDDD8C919C59D607136
00026,790517407,0, 9063330014450314325,A43FF7F9B1021320D7F15BD444740199849C29E5
00026,790517408,0,-1458706937529959471,66D4DB029063E0D7DF92C28F7932397C3D3C7456
00026,790517409,0, 4562001597693101104,2B81289AD4583EEFD8A1DDDDEB7343BEE8D46A40
00026,790517410,0, 2131645435085136359,5B181906329F7ED77A28EEDFB761C6FE154C496A
00026,790517411,0, 8787569287442896790,2544F2A593884F012C3575CCAD8E3A3D6546664B
00026,790517412,0, 4085393652340083261,312DA6133F07DEC0CF3C648AA2149F4AA9FD9446
00026,790517413,0,-7060813853159341833,3F95EFFDE39CA2ABA336D365DEBB0847C2EF3E0C
00026,790517414,0, 1237032960265762066,E94C813F65695A15F6E4A88C2E9956D14191CD77
00026,790517415,0,-1029059965799581008,ED75509AAAC8ABBE09CF12508099DF0C670A88B2
00026,790517416,0,-7568461009250546898,2429F3D8F436B66D1AC6470A156B923B3231A79B
00026,790517417,0, 5815437852048056301,119523B0C94801812FD89A95119A9FF56C09E76B
00026,790517418,0, 4696786217226551492,7CB6B55CCAE85616CEA9B8A03AFD9416AB7656BA
00026,790517419,0, 5147153260154064706,65608EF126BE85246A7D11C5E0423BEEF9C284D0
00026,790517420,0,-5468875771077742163,8AC70907D3D19C33B158B615552E3202966F7EC2
00026,790517421,0, 6156408239651556112,B2E294E3061464E297B9F25EB4F2C1644B0A4AD8
00026,790517422,0,-3324385143443254658,B77DEECE8D3BBD5B677960F36F8E54728155C661
00026,790517423,0, 5712289200895449512,136CB137AC473DA41C7FA505C67F6AE1CC502DF9
00026,790517424,0,-7097560962191090751,91C4BF6DF312C3E9D5BD9F00903B2F7437C24A11
00026,790517425,0,-0971945291826771190,35E0136076A900D7258A855134CC6C1414FCCF1F
00026,790517426,0, 4363172148595589059,26E2A2E83248D3640D59C217C9F830590ECA5C4A
00026,790517427,0, 2513866989913128766,922E31944BA2E58F2ED95CEE05A7EC1AF8D1FF7E
00026,790517428,0,-5980996019618814238,4C806DFB4736CE97493C08E394E0B4FA40E448C8
00026,790517429,0,-4870087747885509985,A1EEBB0431C101F7CE67B3B2091EB5074011176F
00026,790517430,0, 5246437483387092008,3B6B57FD481EBFCF601C1C2B55F3ABB7B5B8E601
00026,790517431,0, 8344739397809449783,16FB2CE1651AFEDD93BD436FDD840C92722CF119
00026,790517432,0, 7777252673825674171,81A86FD2C9BBAAC7228CFBC1B1D017A3AE90D862
00026,790517433,0,-3081540973939388295,24F8287F1DC8460587D3CFC4B3E821655B65DDB0
00026,790517434,0, 6199552989454335888,DE7B29A601FDFAA9D8C6CA15C4EDFB8BE9A2061F
00026,790517435,0, 1445092289359254666,31EB96F3CE65A4B22E174F739F9023B54DE33933
00026,790517436,0,-5870056971147976405,0A0BD768A8D160D797591CF6B99EBEE9266DF5B0
00026,790517437,0, 3433505362749333213,9C845A552F6150705E01DBA05283C12592A2BA72
00026,790517438,0, 1540509462000494274,50B52F9F6CCD93950C2743CC06E26E1A1F9B87E5
00026,790517439,0,-7957270411836949171,7F0E6B06C662BACB3B3B3409C5FDB5BEA47014E1
00026,790517440,0, 2300419479899808207,A243B3E1BC1C83B2FFC25383591A5514BE0FCB4B
00026,790517441,0, 3294652597506001275,31913FDB205BCE4441B23341739150E0296AAF18
00026,790517442,0, 2224255299790565321,E44305398E0E8C2FC94B2A47CEFFBC74AC59CB40
00026,790517443,0, 4753478161995197307,8B133E5E12671AF4CD6D369B1AC117023A9D7350
00026,790517444,0, 1821556813094276870,08C3075E340C0109007941962C8841C34D445906
00026,790517445,0, 1374051950111167055,1B4325F18B1721F5F9AF5A757D998887613CA7D2
00026,790517446,0,-3051664786602654986,D0F0EA630005D8A841246637AD19595F6032649B
00026,790517447,0, 6728331327894016426,7F6995C5AAFBC8DF1701FEB82BAC0678D9F9CBD3
00026,790517448,0, 3255307894193770963,3A511C6BD2FAAB94A12A33445DFDA079FE9F067C
00026,790517449,0,-5751972258537657927,5B15BE3D08896C0EB09785FB330BA822E45CB8CF
00026,790517450,0,-4260204078836747464,C94A59C75BE9B392049C43773E37D8BB173876A1
00026,790517451,0,-4486341937725947317,6608AC97F22AC8C4C9C302EE7F59B6AE2BAD63A9
00026,790517452,0, 0716499293572652365,9F0D0464E04DD0900519BCD77EA47E0AABE616E1
00026,790517453,0, 4181919900987835006,29E26B98FEB9EAEC9805D5613F5AE139C39A4A4D
00026,790517454,0,-5892101237734853053,52734CBF69B9997A944CF2F078874FD4ADE87E68
00026,790517455,0,-8950633370827144261,999C3D5C7A19871B81E1F4A5C09C05FAAC8BA8BB
00026,790517456,0, 8133075800824109082,DCF9451C8F990D95C5636D9C63D8F34A7E6FE88C
00026,790517457,0, 6917681465220719229,09B2A490E424194B3926591A80C33D714DC933FB
00026,790517458,0, 0073868947982083244,F8A4847977833D6083771901F6BD18ADD84BD1A2
00026,790517459,0, 8851195413529465232,BEAEACE72113B599221A586E74EE6A08DB4CFDB1
00026,790517460,0, 5723956404868192478,71007458963885A446027E07931D00D54ADE840C
00026,790517461,0,-6063538007170870090,4E3D8686A3285D035CA08D09ED21822653A6E916
00026,790517462,0, 3429095605212556627,62195FD037B2881CC38798A4F1419A9A9C11215B
00026,790517463,0, 5217242978885267993,F9351A9E7BFE371BA291753EA2B9109C3EE6BC2B
00026,790517464,0, 5986709390994272447,96B035B0E4A4DBB78999ED2B72D309C11D5886F7
00026,790517465,0,-4626449878204113344,AD3E5254C29FE05CBF493EA9944393691E838E95
00026,790517466,0,-1142840058133084207,1938D237CE85CEC36AC6CA2D9CBBB73BA61DA254
00026,790517467,0,-3193083961294505484,5FF80CA3902C655415685DDAD1469CCBA7485707
00026,790517468,0,-0633458202138958853,E2341E1B888F6171F7C0B78C4E428F14F06CD22D
00026,790517469,0,-3221959964508528807,1C9F662FA6B1349D451BA8EF6389AA8D4AB9A770
