90605629,0, 6744447939263744559,7016780940E555F90A8629F24FFD9E6051386F4D
00026,790612954,0, 0563261769325737638,7C88149E49BDAFD96BE399896FBA2C5D9B47C07E
00026,790612955,0,-3939517956518140909,17C514EB54F4917462B81640BD9FECD987C7A741
00026,790612956,0, 2670444547533920656,A07E975BCD9C3CD39B48BB8391E6454500FFFD16
00026,790612957,0,-2807553142528498988,ACC40798F41C53E10DEFAF9D56A14B33DA2CF40E
00026,790612958,0,-0746236411239513247,9F5744EEE917247B9D62DD617CA7D60A0D4749FA
00026,790612959,0,-8958421067593326260,53E235529C9066F6F0B54BF2F44A807FA5A5D584
00026,790612960,0,-9056966275529633530,1DE05D6BB1F30269F3F49B56E6B75EAEDDDFBE54
00026,790612961,0, 3173720351679148316,F2D33C8D4DAF77AF4CF93E1D4960CF6A71FEB9A1
00026,790612962,0,-8831623293013653978,5320FD425B88D46E2C2879006D8A53D8C064750B
00026,790612963,0,-8111607472572452609,8EAF44AC890DB8DC3E5E6A7563038F1A6DF33DA5
00026,790612964,0,-1783202274227172835,DC291E23CE43637024A89931F935338177484F5E
00026,790612965,0, 1355028361509157117,64FD5B61BE80787D274F4D9AE73533E06648EB2B
00026,790612966,0,-7672317375886659761,6BC6BDF44BDCC768B335C22B786BFE76629FE779
00026,790612967,0, 2860974533606096695,0979BC56D74A5F43CB29ADEF1B311AB33D2549F7
00026,790612968,0,-6324406436102991106,2855E5A5667B968E3D6C2B861FB7CAB11C34CD54
00026,790612969,0, 4068898521670928916,92C16B6DEA900F46E47AD33E7860B6FA591B9B78
00026,790612970,0,-5557003709672455916,B32A6917E3A1E094F2C5390316CDCBF0D2789C5B
00026,790612971,0, 4761538847275107369,F4350FB105055A46E45113F3B7E82E69317FF80B
00026,790612972,0, 6895741651179105859,8AFF6D034A22AE223D9F6ADC9915D102A28680BC
00026,790612973,0,-5277233044845893878,DBFFEE3E5DC57B1BB1E25C9862B4F7504D43CA95
00026,790612974,0,-4494270021178813870,20504B362AF1205F7156E3A2AC30635C3D1B56AC
00026,790612975,0,-5901087919771596972,900D80CF63AB318921F1A509B41E298EECD7CCB3
00026,790612976,0,-0500526856127362731,FB14E7509935F30EBF2625DF77D6BA413B1868E8
00026,790612977,0, 9179012719719642135,5CDAAB13DD3056ED0D2407C8BE5952DC36731C50
00026,790612978,0,-3147126453360307098,BA90E44D0D466688AF761A1C503D4CF04C1AA563
00026,790612979,0, 0111606686715993916,63BA962E6E1032A179991902D20E10256A67ACA7
00026,790612980,0,-4525118929352399265,C8E2E64DF12C106CBF7170F8FE00819BA2DC4668
00026,790612981,0, 5788350615515302829,30083A1554B12676889DB6F277931561693CFE8D
00026,790612982,0,-2547027394851835126,57F090CDA032AA9429AFFF130ABB30910EBAB94A
00026,790612983,0,-7203173326749722385,752269EDB7C570D89228D18313FFE3ADD9FD9F8D
00026,790612984,0, 3262946267343037241,44A38A9515B4F674C51E8D03F1185A92F762B3B9
00026,790612985,0,-1118431129839997628,C9EFDED5E6B9BD8FBC5F397D61227344DB4CDBA9
00026,790612986,0, 3331260050241336431,877A176BE318A0F293140A691697756DF103162A
00026,790612987,0, 3147946697167301468,F6D8854BE7E875AB7EF47C2F68C255891C29163A
00026,790612988,0,-1376440236525321423,ADAA88FCB0834267C13ACAF17FE261C7283682AA
00026,790612989,0,-3284974517569071965,CF00728715F862F0A0240D08964016C1C891594E
00026,790612990,0, 3578308548263183762,CE9EAC1445175EAC224F6ED166E35C29EE0D52D2
00026,790612991,0, 8119365861764818035,5DD4B6342122C73BEBBA9EDF903FA9D4CB11781B
00026,790612992,0,-8192622229394878554,03834E5F07EAF964C414DCCF4019D83CAA710443
00026,790612993,0, 8722330000689037120,1B79EBB92DC97B24FAE8AF78BFE061B6E5EC923B
00026,790612994,0, 0907578951957670324,0C15D35B708E1D1080409FE9998D6211184C39B9
00026,790612995,0, 1269273573661014375,1953F329DA5B23B50E03A4CB9E755E158C345875
00026,790612996,0, 2309356356560061780,6E4FC084007138F46B13052AF53DC824AA47ADF7
00026,790612997,0, 3280891092024460541,97EF0E19B1C7239101FBC126E676BD84FA4ED801
00026,790612998,0, 6869573504814365005,82B030A280729552AF29A13BE609D1D9EDA1BEB5
00026,790612999,0,-8881037205317630614,C6DD7DDC55FC9F01C16753F37671391DF3220485
00026,790613000,0, 0255845100825493696,AF4DBF06A07D6EED27E3AF1BD319567BF815150F
00026,790613001,0,-0802155738257710852,FD176EC76E45DE092AA24FC28645A129210FBCAB
00026,790613002,0, 4509716534082849178,9D89114F60C28CBBF9DF61EAEC446C769C15069E
00026,790613003,0, 1166896020053389739,E6B4BBDE23F323E198CE2B02FB571FCA9C264F3F
00026,790613004,0, 4070673842210431423,0BC70E0E381AC3DC28E6E2E9A5F7BE37A1AC75D8
00026,790613005,0, 1421166093493970011,ADCC7A7E774BA217759369EFB37056E0839DAADE
00026,790613006,0,-5307701589081858912,B6990219A09E8A65FD3A4AF0DF2B34D8262B2B54
00026,790613007,0,-2555751169195165416,6D8391A195BC331FCD3E28905330C4B91CCF2DC0
00026,790613008,0, 6892592126536853054,F8B3BE81CF303E22CD97B7AE21E69AEBFE129C68
00026,790613009,0, 1151180921072591814,04008D405332528EA6254B09C8F3CDBA9FF193FE
00026,790613010,0, 6288764807871891243,0598A213F6A77919C97B55E4F033ED735ECE6B18
00026,790613011,0,-0816875668681831069,76A87920348D89F23FA08D0DC06CA7670FB11D00
00026,790613012,0,-2149243386407657760,456CA3458A4F9C03CED497848867DABA8142DE2B
00026,790613013,0,-7770303310921982998,FAB721DDBCA755779124E686812A0E1F0C933D7F
00026,790613014,0,-7027447116961763662,5B52F5C2D60447E4FC2612CDC632F7614882E12D
00026,790613015,0,-5208997782318582498,5465A8D666DC8FA0E2235FDB0F271161F0EC7F68
00026,790613016,0, 2033753490473330328,5AAB1845319C3F6405D9AC3EEB03E0F64A12F1A5
00026,790613017,0, 6768080266597447081,F1879029FF01C83C23B91DF1FA659901395D691D
00026,790613018,0, 1371783176826129978,3ABFAF6C224E81ED64B2456D464D4F4592A976BD
00026,790613019,0, 6653114293292455633,A42EBD300F92DD045348727102BA9345890740A6
00026,790613020,0,-7214425542741367495,93C6E7107AED7A2C38F82443B8ABD4C2DF758782
00026,790613021,0,-0382899021897053998,F88EE477AB43AAE8714FE0FA4A1257CF2E8E1B8F
00026,790613022,0, 8349044960123382701,B9BD25E49551CCE8AAEAD47B3C05C535C8915C18
00026,790613023,0,-8434337210191771216,BD7A198B50BCE40518AFCB3866CEBAF40ACC6E08
00026,790613024,0,-6859025731372187474,B38121DC94A8AD88F5962444AECA5907C3A329AB
00026,790613025,0, 9141801503079419064,6BDB0A2F2B02CC36878F55B983F2D5ECC2AD2DDA
00026,790613026,0, 8461108179235518369,0EFB703179C79BC613A630F50A8A89972DDBF106
00026,790613027,0, 9108957527157686594,D404E9281AE37CCA3D597DD714CAAC3BD7E3A765
00026,790613028,0, 1546671135772916429,7A7E88811F59EF3BCCC8032A7904BABA40B0A30B
00026,790613029,0, 6257424614301981738,F1AF53D5A79744D817352E608C45DE81B66359C0
00026,790613030,0,-1128026517724779200,C87BE1DF14FEC0239DE2AC6A69B59D84CAA55321
00026,790613031,0,-0250081112480810587,94C7287E8AAE9176D33D738D9B2A2FB8E89C5725
00026,790613032,0, 1078607066161696500,AC11C10156DF2BD7A70BD10D9A4F1D1BB4ADFD9C
00026,790613033,0, 0986880605931434454,2CCE4B82E10F4BEABD7BBD70AB78D2848243F9A3
00026,790613034,0, 0104122905475875018,40478DFAF30182D74A9D70B535A6E1D1AAC03D4B
00026,790613035,0, 3199024982262414557,A9C71A9D53747C6EA8BDA8299B0C08C820B6AE2F
00026,790613036,0,-5171381707999980954,57844541AAD080861E00C15A63172B5F5AFFFC9C
00026,790613037,0,-2590727981720695482,9B6058C63908F0C3882725544CFA466D475D35D1
00026,790613038,0,-6280096133736520210,57FBA044052F8248A44BDE7C1163CD103D747262
00026,790613039,0,-4365973178889962463,93BE8E08E000209A970F2EF188EBBE6125EF5F3E
00026,790613040,0,-1807619211876699427,5B24A3EB0A0528D4AF1FD5D05298E19C24296FE4
00026,790613041,0, 7074509981423156176,F6F673F9A10168BBB96682EF4153D11668893A6A
00026,790613042,0,-4184283752266606571,E47B7E649A9BDC0B462E9950E0C0181F29922881
00026,790613043,0, 5830208443492696049,4407373EFC91ACB70E55422994C7EECB2913F0B5
00026,790613044,0,-4087187167392456954,B24467B88FD6156D061E42B75BF534EC0AC16870
00026,790613045,0,-7553517131837280539,A101744CBE9DB2B00500325AA512D959FB0DB7EA
00026,790613046,0, 5619747389477973233,AE4D815314AD587BA87030E7C5BD2BCDCA32EFF6
00026,790613047,0, 0592319911681745476,0A029E34FF30E9887CC02FF0C138F345594CA0DE
00026,790613048,0, 6203904607868960113,0B9D8169E506F09F581B5D33AACDFA64B7BF1EA3
00026,790613049,0,-1124276164822816323,5AAB0A4DEB7E8B49337FDA7D7A1BBD1B6115A202
00026,790613050,0,-1950727004981299420,9F0A605F069BFD01424E71D04B3424A452AB364E
00026,790613051,0,-2517247489637952170,5C870EBABE764FE0E40CAEEBC7DEA7EDC72EAE9D
00026,790613052,0, 1648423980664651073,DD53289FB3FDDCC4E50B6EAB2A61714AB3AC1F60
00026,790613053,0, 4211288839128715771,446CFA11C70D15CEE0F09CB0BF2CD6477D15BF8B
00026,790613054,0, 3542929192205625544,2701FEA8A287E03D86DE32E9A4ED9AB972D18AC9
00026,790613055,0, 2370573232484375039,6E0D444F01CBEA70E42C003CA9997489585F7652
00026,790613056,0,-4643886938349227042,7287CD1D39F53BB0EB9223BEFF75DD75C294DDBA
00026,790613057,0, 8136682168177761353,0EBECA86FBAB2C8E24BE8DC21D8AD64B3B8069C4
00026,790613058,0, 1589348221015763934,15BED8B6A45C1869CC6A9172720BE47684382830
00026,790613059,0,-2681791635415655013,44F3609FE631871DB77E2551B6ED8FA9EBF9A9D5
00026,790613060,0,-2387124910543581825,B76A67948115EBD6078290E7716AB96CF12E8EC5
00026,790613061,0, 1750114156079296696,3AA6AC4C6B003F128B1A288241E8405343CD15B1
00026,790613062,0,-1953850632138729109,CB722DE7F2C30B6E51377F212638778DCC50EC23
00026,790613063,0,-7376840150280158388,994F3D945D693C5E38A4EF7855292CA243770F91
00026,790613064,0,-9123610985597708729,EBDAB6BA883E230F501831ADE03C1286E98DA58F
00026,790613065,0,-7120714928927653848,57C21F1A4C056F7C782D73D34E0F000A6C64CE5B
00026,790613066,0,-9213025347169178935,055D0523504AF9025EC28217A32B7CB7543A35C1
00026,790613067,0, 3840625863411411224,53D18846061BCB76EEA70712CEEA61B09693AF96
00026,790613068,0,-1913137543548096296,4EA6ADA43D12EDF4DECACF3932404F7F8494A782
00026,790613069,0,-5918233291496464439,9363823A375832B697B4D98001EFEE715D7B6D9F
00026,790613070,0,-3512731159908042393,FFF0E410B778C7B816F1B1653A6FB82175FF14A7
00026,790613071,0, 9028102545442041507,DC69BC8D4315AFE701AA68FE2306F658C8B8E1F8
00026,790613072,0,-6321718578938177989,D85309766EFDB9F37FCF5783D126495DFF108726
00026,790613073,0,-0439861421756240887,449AD9D03405B20FF1E13D9050C79844B24F0386
00026,790613074,0, 7524612731088971768,EF75C085BDD1AB9331AF59A25B3361E96D6BA008
00026,790613075,0,-0934914294906038305,B7376B4A734552262DEAE607B0925E61B20421DC
00026,790613076,0,-5908206593738470125,725DE1B4BCB5451DF89D9E782D1537C755E86995
00026,790613077,0, 2631352702838380531,4226E3041B1545EB753D90D6C3B76C84320A540A
00026,790613078,0,-8336536276256925186,2F3883809EEF4AFC183C23DC4D95E92AE06EBB02
00026,790613079,0, 3889151515238252066,E1379821D987921048135E5AA49E96683E6944F3
00026,790613080,0, 0049653856093161115,93B0840B27AE9D35BA8FF534D7F0D0EE5DF74B86
00026,790613081,0,-7397964575567155851,301F4C8EE28156588DCEE52BE308D3CA681681A8
00026,790613082,0, 1436757726171810329,D6AD90DA0707FF08CAF66D1331149B015B6B572E
00026,790613083,0,-4542093787837732498,B4222DC14BFF4C3BCBA60ADFB8A316CF7D531A0D
00026,790613084,0,-5614752902524804405,F4FE59BBA5761AF74B6A86B86A5646D2D925EF1B
00026,790613085,0,-5665395377486416193,7084838F7307175CD11D3E4F89A59660B3839B76
00026,790613086,0, 5074928801341991171,B417FCF2CC374E9066A5AA189CD498A2CC2E3F0E
00026,790613087,0, 6492962102952849931,9644EEC021E5AC5FEDD1E048CE70D777543552E7
00026,790613088,0,-6863411696127486286,C12448627728D05D7BAA7E08021630A9693498BC
00026,790613089,0,-3623292545003743436,2C1ECE750A627D96698667626745EC85AC3FB0E4
00026,790613090,0,-4060712757170104723,E3C5B4B9F4D282327304F150B623BA4CFBFC2E31
00026,790613091,0,-5796318617690621122,9431DAD2D6EAF77427FF2AC9BE2675E130ACF42B
00026,790613092,0,-1939922155944578359,916D6648BCBCBC9C44FC768A2159C41B212D8636
00026,790613093,0,-3394278381655957382,492BDD720EA907F9CE87653727AE3954CCF1F0C9
00026,790613094,0, 0945041066436363861,94D351A9557FA871E301C41CBD49B0726B69794A
00026,790613095,0,-8883462327781029331,F15EED1932C6EE0FD76CFA143A1CDDA35C7A1572
00026,790613096,0, 7212176322209185385,D834A46229CEF3AC5EB760511490D60C8A0867B8
00026,790613097,0, 7984431393464731941,79361D6A8481030CDE2239A4F6B3F02DF2DEB49B
00026,790613098,0,-8118569062136018121,13BAD9F46BAADE5292EFEF3F1F664B64E3B74871
00026,790613099,0,-7453110682685057842,77E29494973864CE0C1E1B76C7C4FF18BE0C43B9
00026,790613100,0, 0408446658576698117,0ABBC2D4B1764C6A4B755DCAE4B16E1FA0978380
00026,790613101,0,-5552867066674569282,C03DDE70436C7DB91E08A33AC203F7707999C2AC
00026,790613102,0,-2363543827250992326,5113B26A504FADF9165970866417F12E256BA4B1
00026,790613103,0,-3425429689452011313,0AD13D2A8CACC3334A42FE7996E63073E6E8E006
00026,790613104,0,-0746586446831001106,9AE896BA3125D4CEC084D64581B0A54EFA7FDD2D
00026,790613105,0, 3178414097744651673,8706F040401B0F97FE7E5A0F935DF2910F3FEC08
00026,790613106,0, 1128257020704863093,616804A2F378D906D9BBD70CF4F6A26D3F4A1684
00026,790613107,0,-5403648859769029345,56B9119F375BF11BB73966E90FD9B69E8982C867
00026,790613108,0,-2095298180549994108,8D03DB9D560665E1E98191FACF872A9CA225BB90
00026,790613109,0, 4256388724878037076,E9410C6D06531A86B883C0D57AF85A8E4D455286
00026,790613110,0, 8961640016749205383,EDBE8B7BE796EF65BF5833CFB751AC706CD81DA1
00026,790613111,0,-4926928932679743828,FBF8742E0011B12143DB1B1BBC5302DA8D491401
00026,790613112,0,-3223228458877794778,957B0B710D94AFA12B520ECBC4999D1DB3AE8821
00026,790613113,0,-3375996738091888621,9B8F32E4DA85ECD5915407CBBE851A1D0301076B
00026,790613114,0,-3596422866749762223,BF2EA04AAD5205827DC35BB4578CA97FBEF4295B
00026,790613115,0,-2535182227307931032,4DF791F8B6B01E7563D8287F806619378D0DE425
00026,790613116,0,-8307413638542198280,1AB42221139658E945A79B1D66569DE5A5A3C278
00026,790613117,0, 5550376154936896906,BF74E3CF2E773983CCC106125D1B683EBBA633FC
00026,790613118,0, 2734137930366701805,DB9315390845EF03BBA8C0E7E5F5DC690129ECB4
00026,790613119,0,-2786635393228335332,23A8568031306406A719B67724B97163A6E162EA
00026,790613120,0,-5217364810791331373,59A9512B511D983C9A5077BB676B79E10DE13D45
00026,790613121,0, 3661700504217404721,53E71263D5AF7245D167CEF6DEBB75F242ACEEDB
00026,790613122,0,-5415020978561919111,0739AC006CB858AE1AA821368B43EA9309EC11A6
00026,790613123,0,-2699067257943509784,A0B7723491D2D82EEDC5BAABD0267F57FA9BF705
00026,790613124,0, 3832817198895042870,BB783F4ABF6D4D37A5FF3CAC1E1E62BE7E6DD528
00026,790613125,0,-3938724302773389895,7C93E0EEF65CA22F2A568D4654690D9A52BA66DB
00026,790613126,0, 6824297077468335729,EB6AF03CBABF85F504BEEA5CF51C6F187BD85FEB
00026,790613127,0,-3465248486364145369,A05FB6933816B6346B0E702D27615C20DAFF007D
00026,790613128,0,-1698953557101222714,C501D25B3BBAC3250CB64F787F224EB7987F1778
00026,790613129,0, 1326351270345925982,4914B5F023F278CF1512B838FD2D875E34CDE596
00026,790613130,0, 1177406811998975567,0C110AF0B1712746E7B6FD9774B3A580186C954A
00026,790613131,0, 0343906597218816261,8E9510EA94F619AB5B86528B1A71522613017AFF
00026,790613132,0,-1386430852841694385,E613A96D2B3FC219741CBD31950EBAB64BC59546
00026,790613133,0, 5146743027596603298,5650BEF821AB047914420C8EA4D8FCACD73A89F8
00026,790613134,0, 0247146913181785124,3A59726C57D01293C8AB1E44C1233C4D68FFA3E6
00026,790613135,0, 4633246121296561027,4EBC7391F91F21E82F30AE364CA83A18A0B561CA
00026,790613136,0,-0215772737791264679,20631EB5CBF95050B1194662B86285F3885569E1
00026,790613137,0,-3373895656507058822,FFA4BD537DF5657BFFA6816FD1E65D4A4F4EF0D2
00026,790613138,0,-4736737792966586795,1430FABED15E7A51A5393C9A5CE59F74B30A6C4B
00026,790613139,0,-8986132272218414361,01FF530D869B18B8F65CA5442245C94470E517EB
00026,790613140,0, 7040839861332653174,8FB0F471B5D386AE4B3988553C0D4BC15F82070F
00026,790613141,0,-7995482270735626135,EA41A76C91413A7DF884E3EFA13B459CAD05FCA5
00026,790613142,0,-6241191168236901196,DD666A77864001239511216BC18A18C7AABAB40A
00026,790613143,0,-0747479032184464515,D74185DC62AFDF6DC22682ED4FFC2390CF8A6284
00026,790613144,0,-8054024403055972905,CC65972261C9DA791219262C65CC4C27FD487C4D
00026,790613145,0, 7442219605638377575,168B29FD4783057B75B5957B0B601D408A7F4F5F
00026,790613146,0,-8319067481338040310,128F7DD52933B012826F60FC90721F8720EE8DBE
00026,790613147,0, 8768326433430185108,ED9B75D5F1EC8F6CB98184CDAADEBEE821AEB3BD
00026,790613148,0, 2691363510559623499,F621279C9554A8320B8A1B9593BC46CB1EF0C25A
00026,790613149,0,-7903619809773157736,31B219AB0C8D5B029E3E470B9E6207D992AADFE3
00026,790613150,0,-4485877271483165413,8E17989612A8B6225F0AFD07FE3979D42959B00F
00026,790613151,0,-6428862003607443906,34E26FD618A84DC5253713B14C8561B133080D41
00026,790613152,0, 7718883920632338430,DF9C2C38F0C3C6A8EEE8369ED555DA591DBD5C41
00026,790613153,0,-3691958187995891813,5E330F92F894010D7AA8C89960423DCFAEE3ECE7
00026,790613154,0, 3227184001553631661,967D0D2F87BA3AE078A85117562BABD15C005468
00026,790613155,0, 4311933915896691193,E64ED7E95135E6E22B05FDBAE988447711E4042A
00026,790613156,0,-7202950115233335941,42C6C72DCE11F479C2F2026DCFC9F1EF194B9DA1
00026,790613157,0, 1263443659216528993,4C07B6381DDAF23C24DC5077C34157E0C0805CBC
00026,790613158,0,-5199847234364880797,E158DC246BE9124382ABB5FBBF07861320A34CFA
00026,790613159,0, 2126248511295973546,7A4819E025E37A9CDEFE83E91960A3335BC0E703
00026,790613160,0,-0836459919007958387,278FB6702B7DD98C19476940EBD8621516CDEAEB
00026,790613161,0,-1633973735995542536,64F3EA7EE44227E604D143EA18603BF1BDDF82F2
00026,790613162,0,-7938291867468509427,63BBDC6FD3E9FFDDDEAE46C949444DAB5C0B068A
00026,790613163,0, 5350284253109170482,05422B792EC8CF422B1EB06D0740C81D9C6F53CB
00026,790613164,0, 2615612194740828482,0DC2DEE2070C6005435F33F448AC90041E7DCAA5
00026,790613165,0, 6937283564186508643,8C1F49F944AB224A86DA95CD757CA930F2B41FAF
00026,790613166,0,-5822398314806208431,7DEDC2699A74873C5839A4EF36192FCC6BB05737
00026,790613167,0, 3892472639547767899,AC18ADC52803F76F7344C4C824E384AC980EEE50
00026,790613168,0, 6052400339915665332,8FC1372E1912B17A5E524E93E92B8EDB6FC1AEF5
00026,790613169,0,-6761526425018716211,33A62C715A4583B18F5723CC880D4528D04D0793
00026,790613170,0, 4684709989878189008,C7A30788DA81A7DD2AD5A8D25EBA595367C0A7A9
00026,790613171,0, 7480332275949310293,111399870519C27C49CA468CA5A5224AF97ADA30
00026,790613172,0, 6326547809192412510,3A562537F6C01B95229305D721815C865BF35D4F
00026,790613173,0, 0923089882647080621,BA30DB63A6417C4B4CDC456FF83988ABD3058489
00026,790613174,0, 6578970106290342795,C785B795DFB7B2359B7B9FECB7803405ABFCD1CF
00026,790613175,0, 5127841275451179779,E7545A1E10980126A28A83F72AAFF290C9957FD6
00026,790613176,0,-8392137940386197399,A32695B78AA19424484F271FC63CE2FF999945E4
00026,790613177,0, 7633553284693923042,69016EEB32AC70BB96427BE10B83F36AE66B3A64
00026,790613178,0,-7969458916149905713,C58AAAE1672091630B7B257419CB3B39EA312D5B
00026,790613179,0,-0060766324143897944,F5082915DCEB4B83C1AC7F22EB6FFC5D03789F64
00026,790613180,0, 4387751235299095482,0ED49DE70AE780DA502658BBE2C1D92CFB6E0282
00026,790613181,0,-7951991340500434262,282BFAC776A4D2646B29224C3A39650A6DB5CAFD
00026,790613182,0, 4457396303260281628,B0CF37691169D0161423FB70CF1C2766DCF2355E
00026,790613183,0, 1826489518554020885,E68DBF125A4161E0BE7752984D3E87CD1693C832
00026,790613184,0, 8389993374560938980,59B35E66A1BC1DAA7C2183B92480E1A54D217D84
00026,790613185,0,-5670139429311855219,7CB68032E05893F0DD5887EA2013CC83EAAC8573
00026,790613186,0, 4821432387128373360,A847A0E1E3A4AEF7ED8407437375546DC5D29238
00026,790613187,0, 1089695936755840354,33F5C289C72A5FE9AF74A3E128A3BFB37A345134
00026,790613188,0, 6058688132046136036,03527F5CC348534D7D32591917D8A20C02B01DCF
00026,790613189,0, 1531280047377029886,C87C82A28641029C64004DD5E2E48D79F5AA3E4D
00026,790613190,0,-7403297553410037584,ECDA9BD3E2FF8E3D5D5F646D163F08DF1B4AA4A7
00026,790613191,0, 8231029133790581439,CF88E5C9777D208BD8CD90FA50925E913EAFE822
00026,790613192,0, 8867680820843935014,FBBCC3179F67A1CC46F2FDA24331DE03AAAD4426
00026,790613193,0,-1583199509272349768,825BE1E331B009456E549D3A7FD321F6E65B7046
00026,790613194,0,-8291950563044111093,961FA7D0C76360CDC2D44C06DB65E3A936B166A6
00026,790613195,0,-0871546393946052690,A1D70D8611249EA12906E840019C8861F8259014
00026,790613196,0,-2018951650791003821,EB8A10EC9B5667F46A7C5AA9525256934313D433
00026,790613197,0,-3796261620593355080,747ED28D78ACB6BBBA217D29F7AFE2F2C2A02E90
00026,790613198,0, 5945944082312624179,137E20E312766E054F976AF531A9A80DE3DC5EB6
00026,790613199,0, 6543549466786602338,902D62F0CF9EF5DEE3264C94BAC7C67643B7ECA2
00026,790613200,0, 4697144343255367457,E7647B70525404F96F54A857B3DE2D20CD94F97A
00026,790613201,0, 5535385852320722909,AD2F6E60D314DB8FBFB5B6F9ADA7F5E6E094F5C3
00026,790613202,0, 5323191288892390718,8BC6BD6C7D46521DDCD29C915B1606F9671D16D2
00026,790613203,0,-6162753801676263161,61C09863FADF946DD1C9F73D801BF8C9C6DD4C05
00026,790613204,0, 1075018365092664983,98C639525826BDE3801503321062CC03E9309030
00026,790613205,0, 4928309753215893347,1761794F84EFA4B2ADED54C7DFF1C3749155F238
00026,790613206,0, 6814855663986873653,45E66117B6A4E3AF3AAB0D49E2315F2874179BD3
00026,790613207,0,-3231769177919374457,029470464A4A65F378B58328B42CF64492DAB644
00026,790613208,0, 7542885700213720986,5F7135304C10140CC0C6F5DB15055A06D7D3162B
00026,790613209,0,-3872934730311684979,7F28C9F4BDAEF7F266330243300889DD8049574D
00026,790613210,0, 5349810675369537204,7E2AB4CEF914C84A650EBBCF6B223911E15C603B
00026,790613211,0,-6688359748943880022,A1B4D31ADB68705044ABD59289D2A6F23B500CE8
00026,790613212,0,-4341508951104366430,6ED2C1BD7E8E1F4EC8050EA86CDF174A3B5D8F6C
00026,790613213,0, 3118872731674991436,7AEB8485AE5E68CDADA2F9742EB5B60688488B17
00026,790613214,0, 2530238400234671260,FFA2F4FD9D74D30C0DD324DB5C22F1F599562BB1
00026,790613215,0, 7991605933679839405,2F3456EAA2433679FCD71DA56537807BDFE181D2
00026,790613216,0, 7975877416617098365,36196056BD7217FE993C00C34BE183D9A07CFD5D
00026,790613217,0,-4417431809803331563,0741B6CFBCDFB6B32D5451DB53398C8A2C44E323
00026,790613218,0, 1889002893547856724,A5E32CAA44A2600EF9DCEEB0A140A12ED7D277F5
00026,790613219,0, 6543790425606157466,6FE9BF7EE95B44DDA1E2C554A3F2954317AFB1B8
00026,790613220,0,-7431936848542533480,DB824949C197A8B5C09022348E6A0D619F0C344F
00026,790613221,0,-3176655468680618182,5D11CB07CEAE17429366898B75D2B2F3B9E5BDEC
00026,790613222,0,-1854351299309331577,C827259A80083EBCCE058FF2F4B2600C54C89063
00026,790613223,0, 5228834457517961854,BE005CC2688A27824A4A49083BF16FEC421F8FA3
00026,790613224,0, 2550218002667302638,9DD9FD0D22686DEBA0C46367AFE3F451C2EFA159
00026,790613225,0,-7711071208823817338,98198AA239462EF144E2289CE86155390AC34DC4
00026,790613226,0, 8255493989631162176,83ED6C96365FA2842A4B7A5D4A367A559F88B590
00026,790613227,0, 8634963682022883134,AC1629A69F7EC2CDBDD3CBFAAC03C7EC89A941F7
00026,790613228,0,-0238301251413588275,D67A2718F4E774647D3314DE65D543E02CE5759D
00026,790613229,0, 4632258526404127783,37B9085CDB577468F0604DC2A1FC6931FD0934CD
00026,790613230,0,-1667997029974335330,DC3A30841D627403A66D7D8BB48935781B681FC6
00026,790613231,0, 9080517699930323840,C7E399387A5DCD740DCEFABF1018F1A0DDD33CDD
00026,790613232,0,-3144416906655437767,A06536430D800856BBB39ED8B0AAF77B0C5C14FD
00026,790613233,0, 7149014075486929836,2A4FBEDFB126D1E719F7896731683B4889E431A8
00026,790613234,0,-5361692315269378190,F0C1DD7FBC53D26A59CB4E3E2ADAC0BF49C7375F
00026,790613235,0,-7633892567470009998,37A5B8BCDAFB74E2EC6448F3EC484EDEAA7F6753
00026,790613236,0, 5669715142323854395,370F8D5FA9FDE86DA25229EB7E16619046C21B83
00026,790613237,0, 4591012263505414859,9ECA97D66AF4319573B1CE1FD3276172209DEEBC
00026,790613238,0, 2075565292579454087,D2350588E1B08EF1332C77B215AAA13D6BEC69F1
00026,790613239,0, 5951560782728582835,28C2004B2263E6A364AACD964E453FCE31AF317D
00026,790613240,0,-5366954900325892894,FB43BCF6E3E1929ACA0077BE6209F2F4BEA34CA5
00026,790613241,0,-4491757488950691646,FDE57AA2587E4B942F7CC8B6E2A16E248E954275
00026,790613242,0,-2760834381719379339,C1CFB9D27A8D8E4CE0C0106265DD507FBA2EF07D
00026,790613243,0,-4523294725383321522,8BFA62F94798258223F9D224761CA1A1EC8EBE08
00026,790613244,0, 9213798727265512509,F15DFB412A9F0B0CB1D47AB7C646B050ACC053FD
00026,790613245,0,-5727761980467009236,CF15A81CFD705D7BD087420E66338F4DA0346C75
00026,790613246,0, 7238496648656482243,B0F1BEAF549A82995C85DE601404A9F953462EB1
00026,790613247,0,-0332054961765079204,2F6F0F139CDEB9E42899C08980D0B6E1C5B4C959
00026,790613248,0, 5244461142410633639,B896E3D8C8850FD4557441D8364305CBFC6458DD
00026,790613249,0,-2165566004635673092,AFCE659466265BED42FDED2ADD5584C3C033FDDF
00026,790613250,0,-7250868412138671962,E561D5B754712C2BB805FC667A50B8A467365477
00026,790613251,0, 5657358807987791950,17AC2809C0171E15BC2666650D0596D6F357FCAD
00026,790613252,0, 5451688064869222039,6E04E2873EE42699FB20607AA4DB798523045041
00026,790613253,0, 5192765764584640341,EEABF4695C4599D6A4E684317610CACA09378562
