74
0xe320	0x9075
0x8764	0xdef0	;
0x8765	0xdee4	;
0x8766	0xdee5	;
0x8768	0xdeed	;
0x876a	0xe263	;
0x876b	0xe23e	;
0x876c	0xe26a	;
0x876d	0xe262	;
0x876e	0xdee6	;
0x876f	0xe269	;
0x8773	0xe25b	;
0x8774	0xdef1	;
0x8776	0xdee8	;
0x8777	0xe259	;
0x8778	0xdef2	;
0x8779	0xe274	;d
0x877a	0xe26b	;
0x877b	0xe257	;
0x8781	0xe272	;a
0x8782	0xded7	;
0x8783	0xdefb	;
0x8784	0xdefc	;k
0x8785	0xe276	;g
0x8787	0xe275	;e
0x8788	0xe271	;`
0x8789	0xe27e	;o
0x878d	0xdef3	;
0x878f	0xe26e	;\
0x8790	0xe277	;h
0x8791	0xe278	;i
0x8792	0xe270	;_
0x8793	0xdef4	;^
0x8794	0xe27a	;l
0x8796	0xe273	;b
0x8797	0xe26f	;]
0x8798	0xdef6	;c
0x879a	0xe27c	;n
0x879b	0xe26d	;[
0x879c	0xe27b	;m
0x879d	0xe279	;j
0x879e	0xdef5	;
0x879f	0xdef7	;
0x87a2	0xdef8	;
0x87a3	0xdef9	;f
0x87aa	0xe328	;Y
0x87ab	0xdefd	;
0x87ac	0xdfa7	;]
0x87ad	0xdfa8	;Z
0x87ae	0xdfa9	;a
0x87af	0xdfaa	;g
0x87b0	0xe32a	;\
0x87b3	0xdfab	;
0x87b4	0xe336	;j
0x87b5	0xe32d	;_
0x87b6	0xe322	;k
0x87b7	0xe333	;f
0x87b8	0xe323	;m
0x87b9	0xe32c	;^
0x87ba	0xdfa1	;
0x87bb	0xdfa2	;
0x87bc	0xe32e	;`
0x87bd	0xdfa3	;n
0x87be	0xe327	;X
0x87bf	0xdfa4	;l
0x87c0	0xdfac	;
0x87c2	0xe331	;d
0x87c3	0xe330	;c
0x87c4	0xdfa5	;h
0x87c5	0xe329	;[
0x87c6	0xdfad	;
0x87c8	0xdfae	;
0x87c9	0xe32f	;b
0x87ca	0xdfa6	;i
0x87cb	0xdfaf	;
0x87cc	0xe332	;e
0x87d1	0xe32b	;
0x87d2	0xdfb2	;
0x87d3	0xe341	;
0x87d4	0xe33f	;
0x87d7	0xe347	;
0x87d8	0xe342	;
0x87d9	0xe348	;
0x87dc	0xe340	;
0x87de	0xe324	;o
0x87df	0xe33d	;
0x87e0	0xdfb4	;
0x87e1	0xe25a	;
0x87e2	0xe339	;
0x87e3	0xdfb0	;
0x87e4	0xe33e	;
0x87e5	0xe33c	;
0x87e6	0xe338	;
0x87e7	0xe337	;
0x87e8	0xe34a	;
0x87ea	0xdfb1	;
0x87eb	0xe33b	;
0x87ec	0xdfb5	;
0x87ed	0xdfb7	;
0x87ef	0xe33a	;
0x87f2	0xdfb6	;
0x87f3	0xdfbb	;
0x87f4	0xe349	;
0x87f6	0xdfbc	;
0x87f7	0xe34e	;
0x87f9	0xdfb8	;
0x87fa	0xe34d	;
0x87fb	0xdfb9	;
0x87fc	0xe352	;
0x87fe	0xdfba	;
0x87ff	0xdfbe	;
0x8800	0xe34c	;
0x8801	0xdfbf	;
0x8803	0xdfbd	;
0x8805	0xdfc0	;
0x8806	0xdfc1	;
0x8808	0xe353	;
0x8809	0xe34f	;
0x880b	0xe351	;
0x880c	0xe350	;
0x880d	0xdfc2	;
0x8810	0xe359	;
0x8811	0xe35a	;
0x8813	0xe35c	;
0x8814	0xe357	;Į
0x8815	0xdfc3	;į
0x8816	0xdfc4	;
0x8817	0xe35b	;
0x8819	0xe358	;
0x881b	0xdfc5	;B
0x881c	0xdfc6	;E
0x881d	0xe35e	;A
0x881f	0xdfc7	;
0x8820	0xe35f	;C
0x8821	0xdfc8	;
0x8822	0xdfc9	;
0x8823	0xdfca	;
0x8824	0xe360	;D
0x8825	0xe366	;Q
0x8826	0xe364	;O
0x8828	0xdfcb	;N
0x8829	0xe35d	;@
0x882a	0xe365	;P
0x882b	0xe361	;F
0x882c	0xe362	;M
0x882e	0xe368	;
0x882f	0xb337	;
0x8830	0xe367	;
0x8831	0xdfcd	;
0x8832	0xdfce	;
0x8833	0xe369	;
0x8835	0xe36d	;
0x8836	0xdfcf	;
0x8837	0xe36c	;
0x8838	0xe36b	;
0x8839	0xdfcc	;
0x883b	0xdfd0	;Z
0x883c	0xe36e	;n
0x883d	0xe370	;
0x883e	0xe36f	;
0x883f	0xe371	;
0x8840	0xdfd2	;
0x8841	0xdfd4	;Ъ
0x8843	0xe372	;
0x8844	0xdfd5	;
0x8848	0xe373	;
0x884a	0xdfda	;G
0x884b	0xe374	;
0x884c	0xdfdc	;
0x884d	0xdfdd	;l
0x884e	0xdfde	;Ы
0x8852	0xdfe0	;ױ
0x8853	0xdfdf	;N
0x8855	0xdfe1	;
0x8856	0xdfe2	;
0x8857	0xdfe3	;
0x8859	0xdfe4	;
0x885a	0xdfe5	;
0x885b	0xdfe7	;
0x885d	0xdfe6	;
0x8861	0xdfe8	;
0x8862	0xdfe9	;
0x8863	0xdfeb	;
0x8867	0xe37b	;Ь
0x8868	0xdfec	;
0x8869	0xe37d	;Ю
0x886a	0xe37c	;Э
0x886b	0xdfed	;m
0x886d	0xe0a6	;
0x886f	0xe425	;
0x8870	0xdfee	;I
0x8871	0xe423	;
0x8872	0xdfef	;
0x8874	0xe427	;
0x8875	0xdff2	;
0x8876	0xe421	;
0x8877	0xdff0	;J
0x8879	0xe424	;N
0x887d	0xdff3	;M
0x887e	0xdff4	;
0x887f	0xdff5	;
0x8880	0xe422	;
0x8881	0xdff6	;K
0x8882	0xe37e	;L
0x8883	0xe426	;
0x8888	0xdff7	;P
0x8889	0xe42e	;ײ
0x888b	0xdff8	;U
0x888c	0xe43a	;
0x888d	0xdff9	;T
0x8891	0xe432	;׸
0x8892	0xdffa	;R
0x8895	0xe42f	;׳
0x8896	0xdffb	;S
0x8897	0xdffc	;׿
0x8898	0xe435	;׻
0x8899	0xe437	;׽
0x889a	0xdffe	;׷
0x889b	0xe438	;׾
0x889e	0xe0a1	;O
0x889f	0xe434	;׺
0x88a1	0xe433	;׹
0x88a2	0xe431	;׵
0x88a4	0xe0a3	;
0x88a7	0xe436	;׼
0x88a8	0xe430	;״
0x88aa	0xe0a4	;׶
0x88ab	0xe0a5	;Q
0x88ac	0xe439	;
0x88b1	0xe0aa	;
0x88b2	0xe442	;
0x88b6	0xe43f	;
0x88b7	0xe0a9	;
0x88b8	0xe43e	;
0x88b9	0xe43d	;
0x88ba	0xe43b	;
0x88bc	0xe440	;
0x88bd	0xe441	;
0x88be	0xe445	;
0x88c0	0xe0af	;
0x88c1	0xe0ab	;
0x88c2	0xe0ac	;
0x88ca	0xe0ad	;
0x88cb	0xe44a	;
0x88cc	0xe0f4	;
0x88cd	0xe44c	;
0x88ce	0xe0ae	;
0x88d2	0xe0b1	;
0x88d4	0xe0b2	;
0x88d5	0xe0b3	;
0x88d6	0xe449	;
0x88d7	0xe43c	;
0x88d8	0xe0b4	;
0x88d9	0xe0b5	;
0x88da	0xe44f	;
0x88db	0xe44e	;
0x88dc	0xe0b6	;
0x88dd	0xe0b7	;
0x88de	0xe44d	;
0x88df	0xe0b8	;
0x88e1	0xe44b	;
0x88e7	0xe454	;
0x88e8	0xe0ba	;t
0x88ee	0xe457	;
0x88ef	0xe0bb	;v
0x88f0	0xe0bc	;@
0x88f1	0xe0bd	;
0x88f2	0xe455	;
0x88f3	0xe0be	;n
0x88f4	0xe0bf	;p
0x88f6	0xe458	;
0x88f7	0xe453	;
0x88f8	0xe0c0	;r
0x88f9	0xe0c2	;q
0x88fa	0xe456	;
0x88fb	0xe459	;
0x88fc	0xe0c1	;
0x88fd	0xe0c3	;s
0x88fe	0xe0c4	;
0x8901	0xe45a	;
0x8902	0xe0c9	;o
0x8905	0xe45c	;
0x8906	0xe461	;
0x8907	0xe0c5	;
0x8909	0xe0c8	;
0x890a	0xe0c6	;
0x890b	0xe45e	;
0x890c	0xe0c7	;
0x890e	0xe0b9	;
0x8910	0xe0cb	;
0x8911	0xe463	;
0x8912	0xe465	;
0x8913	0xe0cc	;
0x8914	0xe45d	;
0x8915	0xe464	;
0x8916	0xe462	;
0x8917	0xe460	;
0x8918	0xe0cd	;
0x8919	0xe0ce	;
0x891a	0xe0d0	;u
0x891e	0xe466	;p
0x891f	0xe46d	;|
0x8921	0xe0cf	;
0x8922	0xe46a	;w
0x8923	0xe46c	;y
0x8925	0xe0d1	;
0x8926	0xe0d6	;q
0x8927	0xe0d2	;u
0x8929	0xe46b	;x
0x892a	0xe0ca	;
0x892b	0xe0d3	;
0x892d	0xe467	;s
0x892e	0xe468	;t
0x8930	0xe0d4	;r
0x8931	0xe469	;v
0x8932	0xe0d5	;
0x8933	0xe46e	;r
0x8935	0xe0d7	;q
0x8936	0xe0d8	;
0x8937	0xe472	;w
0x8938	0xe0ec	;
0x893b	0xe0d9	;
0x893c	0xe46f	;s
0x893d	0xe474	;
0x893e	0xe470	;t
0x8941	0xe0dd	;u
0x8942	0xe473	;x
0x8944	0xe0db	;
0x8946	0xe47a	;
0x894b	0xe0dc	;
0x894c	0xe0e1	;
0x894f	0xe0ea	;
0x8950	0xe522	;
0x8952	0xe471	;v
0x8953	0xe479	;
0x8956	0xe0df	;
0x8957	0xe524	;
0x8958	0xe526	;
0x895a	0xe0e0	;
0x895b	0xe0e4	;
0x895c	0xe0e2	;
0x895d	0xe0e5	;
0x895e	0xe0e3	;
0x895f	0xe0e7	;
0x8960	0xe0e6	;
0x8961	0xe525	;
0x8962	0xe523	;
0x8963	0xe529	;
0x8964	0xe0eb	;İ
0x8966	0xe0e8	;
0x8969	0xe52b	;I
0x896a	0xe0e9	;
0x896b	0xe0ed	;K
0x896c	0xe52d	;
0x896d	0xe0ee	;H
0x896e	0xe52c	;J
0x896f	0xe0ef	;Ũ
0x8971	0xe52e	;R
0x8972	0xe0f1	;ŧ
0x8973	0xe530	;
0x8974	0xe0f0	;
0x8976	0xe0f3	;
0x8979	0xe531	;H
0x897a	0xe532	;I
0x897c	0xe0f2	;J
0x897e	0xe0f5	;P
0x897f	0xe0f6	;
0x8981	0xe0f7	;n
0x8982	0xe534	;
0x8983	0xe0f8	;
0x8985	0xe535	;
0x8986	0xe0f9	;
0x8988	0xe0fb	;
0x898b	0xe0fe	;
0x898f	0xe1a1	;W
0x8993	0xe1a2	;V
0x8995	0xe53b	;
0x8996	0xe1a3	;
0x8998	0xe1a4	;
0x899b	0xe53c	;
0x899c	0xe1a5	;
0x899d	0xe53d	;C
0x899f	0xe53e	;E
0x89a1	0xe1a6	;D
0x89a2	0xe53f	;
0x89a3	0xe541	;
0x89a4	0xe540	;
0x89a6	0xe1a7	;
0x89aa	0xe1a9	;
0x89ac	0xe1aa	;
0x89ad	0xe542	;y
0x89ae	0xe543	;{
0x89af	0xe1ab	;z
0x89b2	0xe1ac	;
0x89b6	0xe545	;
0x89b7	0xe1ad	;
0x89ba	0xe1af	;ı
0x89bd	0xe1b0	;
0x89bf	0xe1b1	;S
0x89c0	0xe1b3	;[
0x89d2	0xe1b6	;
0x89d3	0xe546	;Я
0x89d4	0xe1b7	;o
0x89d5	0xe1bb	;
0x89d6	0xe1b8	;
0x89d9	0xe547	;
0x89da	0xe1b9	;
0x89db	0xe548	;
0x89dc	0xe54e	;C
0x89dd	0xe1ba	;
0x89df	0xe549	;
0x89e0	0xe54c	;A
0x89e1	0xe54b	;@
0x89e2	0xe54d	;B
0x89e3	0xe1bc	;
0x89e4	0xe54a	;
0x89e5	0xe1bd	;
0x89e6	0xe239	;D
0x89e8	0xe54f	;I
0x89e9	0xe1be	;G
0x89eb	0xe1bf	;H
0x89ec	0xe553	;
0x89ed	0xe1c0	;
0x89f0	0xe552	;
0x89f1	0xe1c1	;}
0x89f2	0xe554	;|
0x89f3	0xe1c2	;}
0x89f4	0xe1c3	;
0x89f6	0xe1c5	;
0x89f7	0xe555	;
0x89f8	0xe1c4	;Ĳ
0x89fa	0xe556	;L
0x89fb	0xe557	;U
0x89fc	0xe1c6	;ũ
0x89fe	0xe558	;
0x89ff	0xe1c7	;L
0x8a00	0xe1c9	;
0x8a02	0xe1ca	;q
0x8a03	0xe1cb	;r
0x8a04	0xe55a	;а
0x8a07	0xe1cc	;б
0x8a08	0xe1cd	;p
0x8a0a	0xe1ce	;T
0x8a0c	0xe1d6	;R
0x8a0e	0xe1cf	;Q
0x8a0f	0xe1d7	;X
0x8a10	0xe1d0	;P
0x8a11	0xe1d8	;Y
0x8a12	0xe1d9	;
0x8a13	0xe1d1	;V
0x8a15	0xe1d2	;S
0x8a16	0xe1d3	;W
0x8a17	0xe1d4	;U
0x8a18	0xe1d5	;O
0x8a1b	0xe1da	;_
0x8a1d	0xe1db	;Y
0x8a1e	0xe55e	;
0x8a1f	0xe1dc	;^
0x8a22	0xe1e3	;`
0x8a23	0xe1dd	;Z
0x8a25	0xe1de	;[
0x8a27	0xe55c	;
0x8a2a	0xe1df	;X
0x8a2c	0xe55d	;
0x8a2d	0xe1e1	;]
0x8a30	0xe55b	;
0x8a31	0xe1e0	;\
0x8a34	0xe1e4	;D
0x8a36	0xe1e5	;F
0x8a39	0xe566	;
0x8a3a	0xe1e6	;E
0x8a3b	0xe1e8	;
0x8a3c	0xe1e7	;
0x8a3e	0xe1e9	;
0x8a3f	0xe578	;I
0x8a40	0xe568	;
0x8a41	0xe1ea	;
0x8a44	0xe56a	;
0x8a45	0xe56b	;
0x8a46	0xe1eb	;C
0x8a48	0xe1ec	;
0x8a4a	0xe56f	;
0x8a4d	0xe565	;
0x8a4e	0xe1ee	;
0x8a4f	0xe573	;
0x8a50	0xe1ef	;B
0x8a51	0xe56c	;
0x8a52	0xe1f0	;
0x8a54	0xe1f1	;@
0x8a55	0xe1f2	;
0x8a56	0xe1f3	;G
0x8a57	0xe569	;
0x8a58	0xe1f4	;
0x8a59	0xe567	;
0x8a5b	0xe1f5	;A
0x8a5e	0xe1f6	;
0x8a60	0xe1f7	;
0x8a61	0xe1f8	;H
0x8a62	0xe1f9	;
0x8a63	0xe1fa	;
0x8a66	0xe1fc	;
0x8a68	0xe574	;
0x8a69	0xe1fd	;
0x8a6b	0xe1fe	;
0x8a6c	0xe2a1	;
0x8a6d	0xe2a2	;
0x8a6e	0xe2a3	;
0x8a70	0xe2a4	;
0x8a71	0xe2a5	;
0x8a72	0xe2a6	;
0x8a73	0xe2a7	;
0x8a74	0xe623	;P
0x8a75	0xe2ae	;M
0x8a76	0xe577	;E
0x8a77	0xe579	;J
0x8a79	0xe2af	;
0x8a7b	0xe57b	;
0x8a7c	0xe2a8	;
0x8a7f	0xe2a9	;G
0x8a82	0xe57a	;K
0x8a83	0xe57c	;N
0x8a84	0xe2ab	;L
0x8a85	0xe2ac	;
0x8a86	0xe2aa	;F
0x8a87	0xe2ad	;
0x8a8b	0xe629	;L
0x8a8c	0xe2b0	;x
0x8a8d	0xe2b1	;{
0x8a8f	0xe62c	;N
0x8a91	0xe2b3	;
0x8a92	0xe62a	;M
0x8a93	0xe2b4	;}
0x8a95	0xe2b5	;
0x8a96	0xe62b	;O
0x8a98	0xe2b6	;
0x8a99	0xe628	;K
0x8a9a	0xe2b7	;
0x8a9e	0xe2b8	;y
0x8aa0	0xe2b9	;
0x8aa1	0xe2ba	;|
0x8aa3	0xe2bb	;z
0x8aa4	0xe2bc	;~
0x8aa5	0xe2bd	;
0x8aa6	0xe2be	;w
0x8aa8	0xe2bf	;
0x8aaa	0xe2c0	;
0x8aab	0xe627	;J
0x8ab0	0xe2c1	;
0x8ab2	0xe2c2	;
0x8ab6	0xe2c3	;
0x8ab8	0xe633	;
0x8ab9	0xe2c4	;
0x8aba	0xe640	;
0x8abb	0xe637	;
0x8abc	0xe2c5	;
0x8abd	0xe630	;
0x8abe	0xe2c6	;
0x8abf	0xe2c7	;
0x8ac0	0xe638	;
0x8ac2	0xe2c8	;
0x8ac3	0xe62e	;
0x8ac4	0xe2c9	;
0x8ac5	0xe639	;
0x8ac6	0xe632	;
0x8ac7	0xe2ca	;
0x8ac8	0xe649	;
0x8ac9	0xe2cb	;
0x8acb	0xe2cc	;
0x8acd	0xe2cd	;
0x8acf	0xe2ce	;
0x8ad1	0xe2d0	;
0x8ad2	0xe2cf	;
0x8ad3	0xe634	;
0x8ad4	0xe635	;
0x8ad5	0xe636	;
0x8ad6	0xe2d1	;
0x8ad7	0xe2d2	;
0x8ad8	0xe63e	;
0x8adb	0xe2d4	;
0x8adc	0xe2ea	;
0x8add	0xe2d5	;
0x8ade	0xe2d6	;
0x8adf	0xe2d7	;
0x8ae0	0xe2d8	;~
0x8ae1	0xe2eb	;
0x8ae2	0xe646	;
0x8ae4	0xe2d9	;
0x8ae6	0xe2da	;
0x8ae7	0xe2db	;
0x8aeb	0xe2dc	;
0x8aed	0xe2dd	;
0x8aee	0xe2de	;
0x8af0	0xe648	;
0x8af1	0xe2df	;
0x8af2	0xe647	;
0x8af3	0xe2e0	;
0x8af4	0xe2ec	;
0x8af5	0xe2e4	;
0x8af6	0xe2ed	;
0x8af7	0xe2e1	;
0x8af8	0xe2e2	;
0x8afa	0xe2e3	;
0x8afb	0xe64a	;
0x8afc	0xe2e5	;
0x8afe	0xe2e6	;
0x8aff	0xe641	;
0x8b00	0xe2e7	;
0x8b01	0xe2e8	;
0x8b02	0xe2e9	;
0x8b04	0xe2ee	;
0x8b05	0xe2ef	;
0x8b06	0xe2f0	;
0x8b07	0xe2f1	;
0x8b08	0xe659	;
0x8b0a	0xe2f3	;
0x8b0b	0xe64f	;
0x8b0d	0xe653	;
0x8b0e	0xe2f4	;
0x8b0f	0xe2fe	;
0x8b10	0xe2f5	;
0x8b11	0xe64e	;
0x8b12	0xe651	;
0x8b13	0xe658	;
0x8b14	0xe2f6	;
0x8b15	0xe652	;
0x8b16	0xe3a1	;
0x8b17	0xe2f7	;
0x8b18	0xe64d	;
0x8b19	0xe2f8	;
0x8b1a	0xe2f9	;
0x8b1b	0xe2fa	;
0x8b1c	0xe657	;
0x8b1d	0xe2fb	;
0x8b1e	0xe64c	;~
0x8b20	0xe2fd	;
0x8b22	0xe650	;
0x8b23	0xe65c	;
0x8b24	0xe66a	;
0x8b25	0xe663	;
0x8b26	0xe3a2	;
0x8b27	0xe65b	;
0x8b28	0xe3a3	;
0x8b2a	0xe65a	;
0x8b2b	0xe3a4	;
0x8b2c	0xe3a5	;
0x8b2f	0xe660	;
0x8b30	0xe65d	;
0x8b31	0xe662	;
0x8b33	0xe3a6	;
0x8b35	0xe65e	;
0x8b37	0xe664	;
0x8b39	0xe3a7	;
0x8b3c	0xe661	;
0x8b3d	0xe668	;
0x8b3e	0xe3a8	;
0x8b40	0xe672	;
0x8b41	0xe3a9	;
0x8b45	0xe723	;O
0x8b46	0xe671	;
0x8b47	0xe65f	;
0x8b48	0xe66f	;
0x8b49	0xe3ab	;
0x8b4a	0xe670	;
0x8b4b	0xe674	;
0x8b4e	0xe3ad	;
0x8b4f	0xe3ae	;
0x8b50	0xe66e	;
0x8b51	0xe676	;@
0x8b52	0xe3af	;B
0x8b53	0xe673	;
0x8b54	0xe3b0	;
0x8b55	0xe675	;
0x8b56	0xe3b1	;
0x8b57	0xe66d	;C
0x8b58	0xe3b2	;
0x8b59	0xe3b3	;
0x8b5a	0xe3b4	;
0x8b5c	0xe3b6	;
0x8b5d	0xe679	;
0x8b5f	0xe3b8	;ķ
0x8b60	0xe677	;
0x8b63	0xe67e	;
0x8b65	0xe67d	;
0x8b66	0xe3b7	;ĵ
0x8b67	0xe67b	;
0x8b68	0xe67a	;
0x8b6a	0xe678	;
0x8b6b	0xe3b9	;ĸ
0x8b6c	0xe3ba	;Ĵ
0x8b6f	0xe3bb	;Ķ
0x8b70	0xe3bc	;ĳ
0x8b74	0xe3bd	;
0x8b77	0xe3be	;@
0x8b78	0xe3bf	;N
0x8b79	0xe722	;M
0x8b7a	0xe724	;P
0x8b7b	0xe725	;Q
0x8b7d	0xe3c0	;A
0x8b7e	0xe3c2	;V
0x8b7f	0xe72d	;[
0x8b80	0xe3c1	;Ū
0x8b82	0xe729	;X
0x8b84	0xe728	;W
0x8b85	0xe730	;Z
0x8b86	0xe72a	;Y
0x8b8a	0xe3c4	;
0x8b8b	0xe3c7	;B
0x8b8c	0xe3c5	;@
0x8b8e	0xe3c6	;A
0x8b92	0xe3c8	;
0x8b93	0xe3ca	;
0x8b94	0xe734	;
0x8b95	0xe735	;
0x8b96	0xe3c9	;@
0x8b98	0xe736	;M
0x8b99	0xe3cb	;N
0x8b9a	0xe3cc	;g
0x8b9c	0xe3ce	;m
0x8b9e	0xe3cf	;
0x8b9f	0xe3d0	;
0x8c37	0xe3d2	;
0x8c39	0xe737	;
0x8c3b	0xe738	;
0x8c3c	0xe739	;R
0x8c3d	0xe73a	;P
0x8c3e	0xe73b	;
0x8c3f	0xe3d3	;
0x8c41	0xe3d4	;
0x8c43	0xe73d	;D
0x8c45	0xe73e	;D
0x8c46	0xe3d7	;
0x8c47	0xe3dc	;
0x8c48	0xe3d8	;Z
0x8c49	0xe3db	;a
0x8c4a	0xe73f	;T
0x8c4b	0xe3d9	;S
0x8c4c	0xe3da	;
0x8c4d	0xe740	;
0x8c4e	0xe3dd	;
0x8c4f	0xe3e1	;
0x8c50	0xe3de	;
0x8c54	0xe3e0	;v
0x8c55	0xe3e2	;
0x8c57	0xe743	;
0x8c5a	0xe3e3	;b
0x8c5c	0xe744	;
0x8c5d	0xe3e4	;
0x8c5f	0xe745	;
0x8c61	0xe3e5	;H
0x8c62	0xe3e6	;
0x8c64	0xe747	;V
0x8c65	0xe746	;U
0x8c66	0xe748	;W
0x8c68	0xe3e7	;Q
0x8c6a	0xe3e8	;
0x8c6b	0xe3e9	;
0x8c6c	0xe3ea	;
0x8c6d	0xe3eb	;
0x8c6f	0xe74c	;
0x8c70	0xe749	;
0x8c71	0xe74b	;
0x8c72	0xe74a	;
0x8c73	0xe3ec	;
0x8c75	0xe3ed	;
0x8c76	0xe74e	;F
0x8c77	0xe74d	;E
0x8c78	0xe3ef	;ˤ
0x8c79	0xe3f0	;\
0x8c7a	0xe3f1	;[
0x8c7b	0xe750	;
0x8c7d	0xe751	;
0x8c80	0xe753	;
0x8c81	0xe752	;
0x8c82	0xe3f2	;I
0x8c84	0xe754	;Y
0x8c85	0xe3f4	;Z
0x8c86	0xe3f3	;X
0x8c89	0xe3f5	;
0x8c8a	0xe3f6	;
0x8c8c	0xe3f7	;
0x8c8d	0xe3f8	;
0x8c8f	0xe755	;
0x8c91	0xe756	;
0x8c92	0xe757	;
0x8c93	0xe3f9	;
0x8c94	0xe3fa	;
0x8c95	0xe759	;
0x8c97	0xe75c	;
0x8c98	0xe75b	;
0x8c99	0xe75a	;
0x8c9a	0xe75d	;G
0x8c9c	0xe75e	;
0x8c9d	0xe3fd	;
0x8c9e	0xe3fe	;s
0x8ca0	0xe4a1	;t
0x8ca1	0xe4a2	;]
0x8ca2	0xe4a3	;^
0x8ca3	0xe760	;
0x8ca4	0xe4a4	;
0x8ca7	0xe4a5	;h
0x8ca8	0xe4a6	;f
0x8ca9	0xe4a8	;c
0x8caa	0xe4a7	;g
0x8cab	0xe4a9	;e
0x8cac	0xe4aa	;d
0x8caf	0xe4ab	;J
0x8cb0	0xe4b9	;
0x8cb2	0xe4ac	;
0x8cb3	0xe4ad	;L
0x8cb4	0xe4ae	;Q
0x8cb5	0xe766	;
0x8cb6	0xe4af	;S
0x8cb7	0xe4b1	;R
0x8cb8	0xe4b0	;U
0x8cb9	0xe767	;
0x8cba	0xe4b2	;
0x8cbb	0xe4b3	;O
0x8cbc	0xe4b4	;K
0x8cbd	0xe4b5	;M
0x8cbe	0xe76a	;
0x8cbf	0xe4b6	;T
0x8cc0	0xe4b7	;P
0x8cc1	0xe4b8	;N
0x8cc2	0xe4ba	;
0x8cc3	0xe4bb	;
0x8cc4	0xe4bc	;
0x8cc5	0xe4bd	;
0x8cc7	0xe4be	;
0x8cc8	0xe4bf	;
0x8cca	0xe4c0	;
0x8ccc	0xe76c	;[
0x8cd1	0xe4c2	;
0x8cd2	0xe4c3	;
0x8cd3	0xe4c4	;
0x8cd5	0xe4c5	;S
0x8cd7	0xe76d	;U
0x8cd9	0xe4c6	;
0x8cda	0xe4c7	;
0x8cdc	0xe4c8	;
0x8cdd	0xe4c9	;
0x8cde	0xe4ca	;
0x8cdf	0xe4d4	;
0x8ce0	0xe4cc	;
0x8ce1	0xe4cd	;
0x8ce2	0xe4ce	;
0x8ce3	0xe4cf	;
0x8ce4	0xe4d0	;
0x8ce5	0xe771	;
0x8ce6	0xe4d1	;
0x8ce7	0xe76e	;
0x8ce8	0xe772	;
0x8cea	0xe4d2	;
0x8cec	0xe4d3	;
0x8ced	0xe4d5	;
0x8cee	0xe4d8	;
0x8cf0	0xe776	;
0x8cf3	0xe775	;
0x8cf4	0xe4d6	;
0x8cf5	0xe4d7	;
0x8cf8	0xe4de	;
0x8cf9	0xe779	;
0x8cfa	0xe4d9	;
0x8cfb	0xe4da	;
0x8cfc	0xe4db	;
0x8cfd	0xe4dc	;
0x8cfe	0xe4dd	;
0x8d04	0xe4df	;
0x8d05	0xe4e0	;
0x8d06	0xe77d	;H
0x8d07	0xe4e3	;I
0x8d08	0xe4e1	;
0x8d09	0xe4ed	;J
0x8d0a	0xe4e2	;
0x8d0d	0xe4e4	;ĺ
0x8d0f	0xe4e5	;Ĺ
0x8d10	0xe4e6	;R
0x8d13	0xe4e7	;B
0x8d14	0xe4e8	;S
0x8d15	0xe823	;\
0x8d16	0xe4e9	;ū
0x8d17	0xe4eb	;Ŭ
0x8d19	0xe824	;E
0x8d1b	0xe4ec	;B
0x8d64	0xe4ee	;
0x8d66	0xe4ef	;j
0x8d67	0xe4f0	;i
0x8d68	0xe825	;\
0x8d69	0xe826	;]
0x8d6b	0xe4f1	;
0x8d6c	0xe4f3	;
0x8d6d	0xe4f2	;
0x8d6e	0xe827	;
0x8d70	0xe4f5	;
0x8d72	0xe82c	;в
0x8d73	0xe4f6	;v
0x8d74	0xe4f7	;u
0x8d76	0xe4f8	;
0x8d77	0xe4f9	;_
0x8d78	0xe82d	;
0x8d7b	0xe830	;
0x8d80	0xe836	;
0x8d81	0xe4fa	;X
0x8d84	0xe4fb	;
0x8d85	0xe4fc	;W
0x8d8a	0xe4fd	;V
0x8d8c	0xe83a	;_
0x8d8d	0xe83d	;b
0x8d8e	0xe83b	;`
0x8d8f	0xe83c	;a
0x8d91	0xe839	;^
0x8d92	0xe83f	;f
0x8d93	0xe83e	;c
0x8d95	0xe4fe	;
0x8d96	0xe845	;V
0x8d99	0xe5a1	;
0x8d9b	0xe84d	;
0x8d9c	0xe849	;
0x8d9f	0xe847	;
0x8da0	0xe848	;
0x8da1	0xe84a	;
0x8da3	0xe5a2	;
0x8da5	0xe84f	;
0x8da7	0xe850	;
0x8da8	0xe5a4	;
0x8daa	0xe858	;L
0x8dab	0xe85a	;N
0x8dac	0xe857	;K
0x8dad	0xe859	;M
0x8dae	0xe85b	;
0x8daf	0xe5a5	;T
0x8db2	0xe85e	;o
0x8db3	0xe5a7	;
0x8db4	0xe85f	;w
0x8db5	0xe5a8	;
0x8db7	0xe860	;
0x8db9	0xe5ac	;
0x8dba	0xe5ab	;l
0x8dbc	0xe861	;
0x8dbe	0xe5a9	;k
0x8dbf	0xe862	;
0x8dc1	0xe5aa	;
0x8dc2	0xe5ad	;
0x8dc5	0xe5af	;
0x8dc6	0xe86a	;`
0x8dc7	0xe866	;
0x8dc8	0xe869	;
0x8dcb	0xe5ae	;[
0x8dcc	0xe5b0	;^
0x8dcd	0xe865	;
0x8dce	0xe5b1	;Y
0x8dcf	0xe5b2	;
0x8dd0	0xe872	;l
0x8dd1	0xe5b3	;]
