9961,0, 1530205687632726261,F943581035CFBC74AA9B5D6E3D85885D43EAAC89
00026,790983136,0, 6724015546308179364,1DEB2640416C24B190E65061B59341FF7C17CF34
00026,790983137,0,-3251778864456353283,1CCF183854E513BBA065CA757D102B50EC04FED4
00026,790983138,0,-3491364774777730961,74CEB3A6BFBE7B6328DB4ECA79062A628FA3458D
00026,790983139,0, 5182502652697488229,84C86D8EB7BBA01D7E8A8E883F2E2B25118AADA2
00026,790983140,0, 6031966596164632867,E9F4F2BE5274D3E3ABA759F774EDB3E9DF5F1655
00026,790983141,0, 7677968245429331122,65DA11D359F9443BCDFF81D1CABC7CF53A3CF086
00026,790983142,0,-3007229983898234687,58321D9E0651B715F6CCC9ACD512E0F5B9D81E63
00026,790983143,0, 7801969657457155178,A4903B7CA9B57FC20D5100682903074D3F0CDECD
00026,790983144,0,-8293533227413707515,D36CF6AB1733C93A8E306CDDAFBEEDD3B533D573
00026,790983145,0, 4117095674599210117,C3305EC62531813B7B17478967ECE380CBACDDB9
00026,790983146,0, 5116880073679159880,AEF379F826FECE33D48E8B3D87BD905A57246E1E
00026,790983147,0,-7934640931356936213,E4AF8A65DFDD498B5200A19E910D093100D1007A
00026,790983148,0, 8861099639649023052,7CEE70D171F5F3865C30D16811DD27F2BB5FA6A7
00026,790983149,0, 3987874873132901990,D323CCD30DFADFF67ABF71DF1BCEB31B5F5DBC61
00026,790983150,0, 7777726945487674254,70AACE980823CA787B4B8F21CD9810490B1CD04F
00026,790983151,0, 7548933792980266308,A9302D8B1197A169C83ED66A425AEE48477AE5F5
00026,790983152,0,-2217409827563841993,03F96C757E51ECCAE06826788DCBB1894F1A43BA
00026,790983153,0, 8208093150467579552,652A069A6FCD946009032DC3FE89D0C8A2A565EE
00026,790983154,0,-7328056344608254343,E5DE310F783AD0F489080CDEE40A20B7399EBDF4
00026,790983155,0,-6179364275222126176,4783D5805AEF9EF8C6C2E96ABE9A621167A96128
00026,790983156,0,-3130329785066130925,F77BF0B97217F317C6ADC4DC48500EAD7F876C4F
00026,790983157,0,-2737042708760854883,856130137F4D324EA589BF2D76E103F16A85E468
00026,790983158,0,-8361378942769461880,57B85BCA010811952F2740BD2D5D5E8822C938A8
00026,790983159,0,-7142545425493365072,D7CD8CE3BF01A0AA9D7B7B1025CEFDC5A122D5AA
00026,790983160,0, 8012066775266147996,78F24BE63D998B66D5B7675AB4C63557AAC75941
00026,790983161,0,-8069727382716467120,8EC63CB95141E363216A56860D39459FFBF234B4
00026,790983162,0,-1280211858964815430,4F8B58BDC4C5AA758172A71F345077C19882C3A8
00026,790983163,0,-7507550229638016319,8B5AB62D8D15DE12184CFF8732DB777598BAEF1B
00026,790983164,0,-6951279307954941352,C363A5BAB93C3E71F0662F3B9B9CD4C8E8C05C46
00026,790983165,0,-3087578020446119138,E21BDED8BEC61B38CA0054B9D2C4BDCE1D0C14C2
00026,790983166,0,-4065493675756971830,1D7BEC0DB56B13955A8D34524CA1F244FF2FC3F6
00026,790983167,0,-5758056567758099013,DEF5AB43B59E9F51DD9FAC282996A82C948D9478
00026,790983168,0, 1274431434208355335,1B07E9FB74A7B091FFF98D7633A0DF35ECDEEE10
00026,790983169,0, 7965055717465749842,69D55B53E3DB833D00516A28C93E3097FE5093F2
00026,790983170,0,-0074343231900672938,49D62ED011190447EDDF8BFBFED766F430211314
00026,790983171,0, 5344434032447409060,D61289975620832B4573503DB6E489BBA21270DD
00026,790983172,0,-0424260082138075601,8ABBDECA1BD5D258B7A773922AF43FE5A8D9A287
00026,790983173,0, 1501425291886814692,65B6C31AA52CD6CF34232716C5BDA247E2D32FE3
00026,790983174,0,-4054005174000332289,62656C7A091FEE09DEDA0B96ABDE710D1DEFCDD8
00026,790983175,0,-3449205663306096976,0A79456E2A3DF99C93134A954A89FC595DB9F83F
00026,790983176,0, 5961084137374574422,CB52728338A72AD4A0BB92E54386AED966DFF9E6
00026,790983177,0, 4248553333098505972,4AD1EE78E6F1D2706FCA4247E8E2CA1E450642F7
00026,790983178,0,-5573044754210824969,341F798597C639AFA49CA2DC59F68DB926CC7F57
00026,790983179,0,-3618271738812965758,02F5BBEB8782EBED762788EB6F9A6439B894C673
00026,790983180,0,-2832046924437540385,940E0E26A48C204A53F15869E15642966D927BEF
00026,790983181,0,-6455445198188454132,350DAECB92FB85DEFA57A3D43044E25FD7F2BC3A
00026,790983182,0, 6829513573244503990,16431A7EF205644FCB167F1EC146821A09DF4E76
00026,790983183,0, 0978233469019482704,6FDE42F7E7EDF3A89010B121011BD4172A3592B5
00026,790983184,0,-3001200125250947548,71577A3D56DE981DBB9886D1BA004A40294769B7
00026,790983185,0,-6354289186168842504,EA3AF3A9AFB6F5816C7432ED891BCD40B21ADE7B
00026,790983186,0,-6409674299694002922,9EB2B1F729474B60CF8281B15E2AF7332BE68F6C
00026,790983187,0,-3046130360290076234,A24F379A754260136D885343754824B9B13DF9E6
00026,790983188,0,-3769761444879069503,CB02AE422597F4B086ED25856AE9CF2364B64DFB
00026,790983189,0, 1582524160352062859,7E6E0091AEE7DCE1682D0AF03B49DAE4F627AD80
00026,790983190,0,-4175929631837985724,8FCC23F4D9FCDFFE13F9966CC92FB7240D972708
00026,790983191,0, 7273422570156192567,69AD7B9C9B9CA225E740ADDAAD7A1F5C6206C919
00026,790983192,0,-6429250340849605600,38329F0B0AE91D9EEFD3C0C028B66F3B528FA2C9
00026,790983193,0, 9133584206701902601,2BD0F385AD38FA146B5C4E9944A4E0106E9EFEFE
00026,790983194,0,-7049337385845510247,A10FF9BA728474BE26427D9ACFA29F35A9F61DF5
00026,790983195,0,-2496728433409721195,125126A5D58ADF2E798A7A8A64E3E229D4192997
00026,790983196,0, 4251624186116739744,B7D2D2001079C7C417FDBE76E3C73A0E8AF105A6
00026,790983197,0,-0049728808229585276,8E8742A08255199463FEC304C445402388D8914E
00026,790983198,0,-0989142109385920842,DF9B673C27B357BDFC73212650969843F1651DCE
00026,790983199,0,-1027525362319115872,8324C5AB00F6E4C60FA10A756DF996847CC4C9B5
00026,790983200,0, 6560837186364396043,47410BA2FF5A82CB742E616A8E01BCEC4A558FC3
00026,790983201,0, 7688528312443858770,57D484818591281A3CBB524937422089BD5DC7DF
00026,790983202,0,-1748869076196038106,0A1385296F04F5FB4DB6AFEF06C339A300C34EF8
00026,790983203,0, 7409556977634802051,3C42C3F71650EB884CE373463F15BC922F76332D
00026,790983204,0, 0460484684904636079,46B6283B000E0CAD2DD570EA5ECD025F113D5323
00026,790983205,0,-4412159589878903400,AAD3BF6C47772C68B69FAA958237890487EC3057
00026,790983206,0, 1908720652617048652,E5269221A547381C65F63DB0202AEAE91790AF4C
00026,790983207,0,-6906527946774530507,B1084478FEAEC35F13C45E0096CFF9BB56EE0D64
00026,790983208,0,-6440555285986863245,68D5F3046C1C6D4B765F2284B053A06ED9E76B4F
00026,790983209,0, 2148716472174225287,1B20BA5EBBE30B3880F2498643FAA116FA5A0371
00026,790983210,0,-1783453335947850449,63B72D8E664E44BD727B6D4F09EB4AF0BC4857DB
00026,790983211,0, 6120459402542161678,0A6D39FCDD4D67AB6A689818B25DC8F7C3BF3A52
00026,790983212,0,-3409429776944183818,133155A97788B05DCECA68CE524314727832C034
00026,790983213,0, 2595875885763970973,8E820AE4DB31F7B8E279A9EB5582D67CD1C2D55D
00026,790983214,0,-3059870594565023254,40FB281D9DE12B319D2C8158C552FC6EE77CC6CB
00026,790983215,0, 0293020662806358777,F3BC9BB5EC6D767A255F62308700543D8950BAFB
00026,790983216,0,-2323664277787670874,A6F3332ADC243D2BED95A1DC17BDC27133702A49
00026,790983217,0, 0558872064647337778,7C8F524106252F0DB983EE6C742F02114B606832
00026,790983218,0,-6434486020408293700,17B27BC12EE07BED9A9112CC203AEA8AC28BA553
00026,790983219,0, 6862861790400875592,4B6F709D7E3C5C4F9569594C57273A1C8DEEE7B3
00026,790983220,0,-8703077392360024364,7A627F4E1C5B17ACE7136FD594F908313EE1F81D
00026,790983221,0,-1314516352706796347,83E876FC343F4A9615CF5BE0DC8433224B845139
00026,790983222,0, 4277892058203292153,E0515D8BEFEC7E9A249DE74477644A2EB59901B3
00026,790983223,0,-7502030752198937914,EA908738B3464D5E0AD564885A8E44B82A212363
00026,790983224,0, 1810229789995412710,3981B65AF55FE9499B2F2C9E7D9AEC3D56A92CCA
00026,790983225,0, 4814990275415900508,764631AC025FF76111E72C1844032357E42E51B3
00026,790983226,0, 4369215903868183793,45EBE90A8BBF65881BCAEAD68F5704DA34512A59
00026,790983227,0,-3618113285913594102,3802E930BC866AE5DA5F4A53EC9D4D268B805518
00026,790983228,0,-3950332274839864939,5C441893CDE8A344CFFC29499DDC273D5B0F7A0C
00026,790983229,0,-4309225808018228663,024B268A6588BCBC7681206FEC0C65611DC9CEFB
00026,790983230,0,-5746226208859638286,77A065D51D3225641FD296BEAEC112F654A8F3F1
00026,790983231,0,-3355743961072358453,A87D456856647BD085BA7619FDB6E440BD135878
00026,790983232,0, 6385012644930887616,2CFD31FCF9BB548CFF67B0C60F282C8DF95041AF
00026,790983233,0,-4134422932632445996,FE9E6DCCCB8042D19E87AE76CBC0CD586EE01C22
00026,790983234,0, 1480914068667575557,B93D7DD6DCB7E5457E747F837FBF984518316E60
00026,790983235,0,-7090767783387611148,19C783DB71530BC42DDA3822B0C8AE3133384D3E
00026,790983236,0, 6343596514659855374,5CD5348A0E27027CCA79BD635751A549E60A5E5F
00026,790983237,0,-2892927769160214954,50E757E6B1D4A8045C440D3777C407B8B782C08D
00026,790983238,0, 8920063144192907200,639A8FE4AAE0FAF8417A8FDB8F32A1FD2AF30C1D
00026,790983239,0,-4707914114747211355,D82F8BB0168F0A0CB2FC63F2353FC4F44A9FBBCC
00026,790983240,0,-7944033805443442522,14055A99B15E3C9A4F55A741EA70198DCC722E44
00026,790983241,0,-3742806459128239442,C3562B9AF6880258015243BC5238A694459043CE
00026,790983242,0, 1244549107109653795,028A1D74498D80C9752BBC259B970714E70F4727
00026,790983243,0,-8223336576101581929,3DA9E178CC58BA2EB4CCE84AE673431EFFD22A09
00026,790983244,0, 7009802250339645830,78637860640B678DBC0B02E955242A5605EA00CE
00026,790983245,0,-8001524025290559286,109E0487C044E25CF9C5674EB4A7E614D0811348
00026,790983246,0, 4808696053411665675,DBE608B3B41EFDC0C39CB4DEF3A9E786D4485A50
00026,790983247,0, 1186952838764599971,AED3CF3DB3494B75D28C1B71D95DAC36E6EF4501
00026,790983248,0,-3550835470936950250,75A48D6D8ECF55E65BB719C9E4642606E07632C3
00026,790983249,0,-8821851441619209960,7B9D40FB5A7EFAF886CBCDF06AD94F2CF24D5D79
00026,790983250,0, 3020348939685587148,C5FC80E91AA4F67BD14AB664073BC936B7CF7342
00026,790983251,0, 2390775498939567718,DD8C16D1CF9F388FBB52EC248571524CF93DA509
00026,790983252,0, 3619241715360468541,C1357FB06C34ECB8B2980247C7E391E4253C6D72
00026,790983253,0,-5775659054323307748,E726FAE07AD99ACA1354C21D5CD074CFA0532EEF
00026,790983254,0,-2902712340872443006,BC836ED3F4696004C64861111E323CE752ADF66C
00026,790983255,0,-0340697020180335999,6ED88AC94BAE25088112860D7112612C202A8171
00026,790983256,0,-7521529424514302007,696B0387F2F7418213E3E338A29CECC0FFF5C1C6
00026,790983257,0, 6791704540501407877,ABC523DEF928D3BFECC8B56193677360C9E276F9
00026,790983258,0,-0033143795677947191,2B891489E6A6F2D051FE2FB65FF9D3B255F6B3F9
00026,790983259,0, 6203403111491631203,A89FCE2954D31F10654028E1618FA72A353AF7C8
00026,790983260,0,-5688436806450090923,06F7FE135259CF080F35DCFB140CC29E551E58E2
00026,790983261,0,-3125857572916494450,174B21C9955844A5766D50297D48143B9094BC62
00026,790983262,0, 8467100350602982358,6743B775AD93E99C0DC1BDA15BD0EBEC063F60F4
00026,790983263,0, 3133282250134377716,2AFD3399E07E47341EA93B50966F9E8155026D6B
00026,790983264,0,-8462954473223371793,8D4B3444FF6A3C98AD35374549FAEEE7C2FA6572
00026,790983265,0, 6341390987029459227,0037852795EE3B87629E07995DBA3F0DAE43B4B9
00026,790983266,0, 4995747518708906410,9D17CF94266B32AE939FB5AF09E062F4C99A8D5E
00026,790983267,0,-7257002475544035454,7A05A4244098AEFDAF3E00579BF185B19AE8C61A
00026,790983268,0, 2117814465516743889,B067A534A143431A5B6AF2227C786D2DB3B7218A
00026,790983269,0, 1178714348043297366,3B403E5DFA6AF189DAE485EF4CDA1D1345DEAF53
00026,790983270,0, 7244821282362473353,760AB79D4A190F79C131F0E03A4D6C97B6081A04
00026,790983271,0,-5537213586430068269,1FE4EC4061A75A8E1D94770A79C0AEA572E39BA5
00026,790983272,0, 7438752713870483959,4CD9403EC31674B1D281E02B6DCEAC61B1CF7E13
00026,790983273,0, 1763533798611234604,4B6E37C7C56FC62EFDBCE77E6F39304CA3855948
00026,790983274,0,-2061317198874805152,9AA49C6999EC96B2837ADE3C8BAA46E33197F3FB
00026,790983275,0,-4610301725807472779,5BA65A4755BB7963536B3D38EA0DA378E6575225
00026,790983276,0, 3786945967640282145,289C2107C2E82453D6B4DDD594264060C17258FD
00026,790983277,0, 8284366603497904506,806A650465035A3B052B9823FEA49CC8A078355C
00026,790983278,0, 8595691396018854831,49AA3024844557527FADC7FE4B269347CFD177DC
00026,790983279,0, 8341204620532428679,AC4F2734E547C733DC334E443BE30741961B24E2
00026,790983280,0, 4801098022674262148,D93AE27F028486F2EF7EE8B0A816AC6D4DB806AD
00026,790983281,0,-5489823806724729017,A46899C9F50C5AC7DAB840BA503E627B57C22F4D
00026,790983282,0, 4285711876041808522,1CDC9A0FB6197D06230B445EFCCA4B8EF71CAC08
00026,790983283,0, 0162508495179337420,5FD4B2D2DFDF6E4AA8EBF76A46B3EF3279C49477
00026,790983284,0, 9051358178658254468,E558C3AC41D3F79EF07AC90A113DDD5D3661FD5E
00026,790983285,0,-1683716186493727677,0B6F8F5F16A258F3DE35C844C2FFA0CF1C4560A2
00026,790983286,0,-8903158296333632518,C2A07C43B9518E87CB70C59D311C4F6D98C9F392
00026,790983287,0,-5031335838539694524,04CEE06FD0114C25C0A7D8BA7B35160E5C4591B9
00026,790983288,0, 2155977791665072492,902056D80CB5CFFAB1B25CFA217BD0C811FBB66E
00026,790983289,0,-1296714305347657226,469C9E6EDD142F59D28B5BF11A6477016025B7B8
00026,790983290,0, 0673060894956892082,13FF19084D71747E2282FAB27B815DF6D9ACDC7F
00026,790983291,0, 2051787551279612060,433FAC291587B95978F50EA849C0A11A1FAB7707
00026,790983292,0, 5531037818160060251,F3AC69616DDBCF70B8A2F13774CA4A987EEF94A8
00026,790983293,0, 7701323620529588360,25BA1A57D7FE9878A7BBB1C3F59F11E2EFDBB473
00026,790983294,0,-4292240942032280561,14413EB87E6D805CBCCBC2E2A6DEC10F1E27056E
00026,790983295,0,-4866039169396528718,3BA39C8FF05D7C859B57CA031244F0C009357D74
00026,790983296,0,-4118567106643595390,B872A83CFFE2E6F0B3937873510CD46DC990765B
00026,790983297,0, 5014435211798521278,3CBEC4CD3ACBFB0D3EA734742F9BA05CDC3BA217
00026,790983298,0,-1999199403465559909,B6607A31049B02E640C9461327FA8311F753877B
00026,790983299,0,-6109209844809114388,B5E38FF485075D048E353C2DAF4BE6BBAF926E2C
00026,790983300,0, 8660200718299759109,7024AA55579D1F76CD590020103BCD40D6380FA6
00026,790983301,0, 4522504142340612569,0E618DD7D6BC5F7D84EA6F3965C2568929F1E16C
00026,790983302,0, 1253468235965583463,00FC7875426BBD5C384F88D387A4A5C6BDF3239D
00026,790983303,0,-3973831107244484524,F95E634316483CFF383FEE6D701E981D8ACB3E85
00026,790983304,0,-3874987361051541645,EAE4AA03EF58D83D6D9A4BA5AF625293B3981CAC
00026,790983305,0, 2667323212727965532,89B5673490C4E07DFF52773FA9172F9D4EE80399
00026,790983306,0, 3018541393415332029,037E10E5DC52611E7DC9D5057A1E573AE84B2EBA
00026,790983307,0, 0984572170037739851,3BF216DB4B38FDE2C0CB4C0CE27C14CEC3C44265
00026,790983308,0,-5625509358633221866,E3A21784F8B0D5503E4110B060D8A590646C1D42
00026,790983309,0, 3506765003478162544,EC9FC51D632CAC0D0A3BD0EBA3287340409C4DB5
00026,790983310,0,-9188030493740743647,8B6AE689075BA4B4C2C46FA532C820AF305A71FC
00026,790983311,0,-2511066397264023534,FC873337FC0CB14C5F0AE744B377236F98C01EAF
00026,790983312,0,-1488421436268663189,6D6C4FBAE70A33A306A3913B98E11EA89DA05484
00026,790983313,0,-3462747196187833336,41867C913418C1EDA700A7220EFA776FBE7C1402
00026,790983314,0,-0907820489459533685,676D681B9EAA8FB89403710098117B00E6089547
00026,790983315,0, 3834936523295374310,9818962D91A6760F994EA8E531CDBF73D05A3377
00026,790983316,0,-7770001381298077728,AC2676363E09C97EB9F1DB8F390A777D9E13E82C
00026,790983317,0,-6661306660812042731,3555402214DE22C5887365432D666BDF5D37AB8E
00026,790983318,0,-5923485606417043637,A0D57D6409E2E690FBC7A44CDD20CD1E6B0D5D9C
00026,790983319,0, 3248542146644832749,4C2EC30B7495DB911EF06657D21D07848592C1D4
00026,790983320,0,-5992505812310936399,F15A6AF6A10E0A3751AD33E14A691A53E00B7051
00026,790983321,0,-2963372665645211963,F6F11B08CC10B9518AD777C77DD6B4EDEFD8B3A7
00026,790983322,0,-1029623913339375449,64AC06608F2ED36C30547DE8666F6B5C4760569A
00026,790983323,0,-3392977074777622683,CA22B47D20FB3C83C1FBFD49AD0EB17EF728A5C6
00026,790983324,0,-2598263619374123326,B1BC357677E045E67D8F6CE3652159AAC71CC439
00026,790983325,0,-7993992591687339216,A54CDACFA35442DFDAEC23EB19C2839F8C5637B6
00026,790983326,0,-4927596461409693163,67F62E0C866FE4D36D892CC0C8D4F1631509368E
00026,790983327,0, 5231061520380113451,E28DCAB278A7A19CA9EDD2EF53740999C1741430
00026,790983328,0, 4987533402628344313,71FF1FBB730BC65EA1023D3BB09863AE29129587
00026,790983329,0, 3310772292448035985,58455BBC9EE5F4BD83856B4388D430C6D33A0FBD
00026,790983330,0,-3839439110377832860,1ED2C216FFCEC8C0139F8CCBF487E9963879F3A8
00026,790983331,0, 1057923407823679277,344E6F31C899A961E530EC8DBDD8E50208EC474B
00026,790983332,0, 0468116207640284464,3B7108A7F5E2AC491AB937A0CD11D69CCF22D43E
00026,790983333,0,-3579684836009659645,70828C75F0A4DB02C289A4696B9148AC1E3F2CCE
00026,790983334,0,-0981243265952620868,9B19264CF97E8DF9720E52E4D1F89102C14B4315
00026,790983335,0, 5083473857003162522,816430072463EECBE99FF2AA178229B7C2A93D98
00026,790983336,0,-4920953037268853360,A28308FBA4F60C42E97FC28A7D089C5A639284E7
00026,790983337,0,-3179161928684307125,6764608F49A6119D58BAC08720B5F74F53FAA9E0
00026,790983338,0, 3859883179182085103,3228DB5987A0E18B06070F8DB7FF06D7ECD9C31E
00026,790983339,0,-9144752806367851190,1A9A0A317AA4C7C042EC1D59AB2B291C9AAC8FF2
00026,790983340,0,-8817650456695894121,C70E38ED3BA1F6C4E4E401A12E361DD19F83C6A4
00026,790983341,0, 2231335825620251346,56CC8923E44BF8F45FCF32840B5AD446625222B0
00026,790983342,0,-0364131779278044313,38BA36AE541D8F3AC6AEC2A274602B60815F3940
00026,790983343,0, 7358097291509320323,CAEC4833CF4D5A28F0383C0009E0CD93F55D13E5
00026,790983344,0,-7275974817703244226,3D428C557616B24341A1A96CA7DEAD4C6E8E58BE
00026,790983345,0,-8104467312531428094,ACE4BA1F8930E00C3B5AFF291A54305A6CBD8DB3
00026,790983346,0,-0039147023059659000,183897E52961AF797870A628F3DE852A5DB02A76
00026,790983347,0,-9124175869542283480,EBA985D84ABDCEFD91C6938E17005B9AFADDFA57
00026,790983348,0, 5895749132541445210,5E3588D1A6F1E485790E5231582E6FF1476E1825
00026,790983349,0, 6296504892968650159,272786113BBC413EACBDF52AABF13680081CD22D
00026,790983350,0,-8433755556546045324,7809414E1CCC07844E55A03AA0BA9ED332A1534C
00026,790983351,0, 5708766118098403454,A1CD72B66B67EED4F5948AD4B64A4636BF149D35
00026,790983352,0,-0522065915306399621,6988232156EB7B8A98A71CD3A950ABFCC9304CC6
00026,790983353,0, 5488168856638568417,0ACF44CED9A46DFA801520EAE768091F46D6B40D
00026,790983354,0, 0251985948410596520,46102CED198E109705CC2225F039C1C9A3885086
00026,790983355,0,-0830670312963505637,073BE99E2D1C129D5CAB78CE24B01117A6CB617A
00026,790983356,0, 5014955085417712785,E219E22326CBEB44A143B9ADC392AA21F4D1F8BE
00026,790983357,0, 4844249184302838770,C0440689DCC943D44E3CDCF06ADF7C635CFA0972
00026,790983358,0,-8304044676722155899,388012B37412B9091531C99BB2DB46E97670D6F3
00026,790983359,0, 3490021873294623102,9945817299C080CBA8B1120675BAA39B94B5940E
00026,790983360,0,-8112396321114231827,9BA83E6706C3050F16820093F73BCF879B4CA466
00026,790983361,0, 7102143327420531115,BD8339A3BF467DBAAFE806214AEAABAE757E3B7D
00026,790983362,0,-0143664465349937837,7466DA4EEEEE2518DED240298EFFB205F3ECCDAB
00026,790983363,0, 4347191303905006756,3A125FDEE95580EDD6CBD8A732F7253952BAE592
00026,790983364,0, 7236006779065403213,D10BB23ABB99E5769443097D23139178EFE46F94
00026,790983365,0, 0589473458482714397,888C2A47CC7B856F50C05FFEE3DA909EA1BA7BCD
00026,790983366,0, 8654058216730316956,FFA33D82F02BEE7BFF5BA0B3D49F2B7270BF883E
00026,790983367,0,-9179724207285210343,A7AFB6CE1DDB2A3071464CAE81C7360DBECB08EE
00026,790983368,0,-1399754629509315239,8D98BCEA797B0CEB7F5FCA52943E9863745ED567
00026,790983369,0, 8510576939554964881,EA3AC9C2CBF9BE789A3B06BA4518B6197605476A
00026,790983370,0, 8783548100747237489,38FDF2D398720A5D8A518562068130D97595CAAB
00026,790983371,0, 2691946661483794380,32F67DBC3818135BAB6456FAE473A78C878262F1
00026,790983372,0,-1481649101909960164,8A7C69E9DF1AF91C450B26EB86A27A2DA8D03453
00026,790983373,0,-5926252865787329722,F53F4542B97789D51FF0EA8C67FC0B8AF3891918
00026,790983374,0,-1443568242996786824,06668EB531F025C8866053A82E20AE0062DAC84E
00026,790983375,0, 4443922891646231708,5C3C8078F723D9A2C6DC039F48C7C039B3EC7B5B
00026,790983376,0, 3788100095508279405,5ED14C8AC8B40CC05D3BE9F2C9631BBBCAB92F84
00026,790983377,0, 2821004691962302816,37F6B91B9A54BE63722575FB6D1898435254A96E
00026,790983378,0, 4076668330130658665,0EFDCD44B2EDC520B40AC9FAA63D705E3E2BC118
00026,790983379,0,-8623175281644283807,E7F0151F305965F3BDF4B331E63B8AB0D3D283FD
00026,790983380,0, 5761055201400926564,997EBC1279D75CAA26161089791EB856D6F72285
00026,790983381,0,-1992328553862710639,95585AE227769EB7318BE48540E7BC78857BF7B5
00026,790983382,0, 7345098686370683357,0BD38B8B2CAC1EC6B72B4CB5B788DD81BCD87E8D
00026,790983383,0,-6776788575010828922,B6C4648249E0F2B8C494902C7DE61FA97DE12647
00026,790983384,0,-9174306492071033092,60F23C190280BC161CAF8FDC9D19E16FF9A00871
00026,790983385,0,-0422609554137114135,E93EBFB2068587A0F4CDD891DD70592D05C86B1F
00026,790983386,0, 4016702891902996612,D928C2E67FA88D520CE99B40699CE5F0FAAE3551
00026,790983387,0, 7543351487234729239,7008CA25EA72C6524647FA4028D71D0A95ADDAD2
00026,790983388,0,-8153210092979014112,E270F2949EAB43FE8B9E4935B04AC5720E199CD5
00026,790983389,0, 2341931546811666433,A9454E6CD16BDDE12E3118BCA5426B4E084E2AD2
00026,790983390,0,-7704803767725416619,F9ABD2FF39F7C9274F97A8BE57C545AC5E3CF925
00026,790983391,0,-5468608673312252582,D56E1F63BC313F20BD05DB31709F5645166AD8D3
00026,790983392,0, 5336922383637521477,B251358B77BF2884B57B39B556E98A33F15ACD52
00026,790983393,0, 6509800165432240519,4FF43C98DD79AF1F43D246AA823DCDB652B79FCE
00026,790983394,0,-5901446486316728542,AB830C39C61C5EB05E9C6DAA3BE79D369A16FD77
00026,790983395,0, 3838050712696225958,F36AB82D38F3CA57EB5B924CA9EB9F556B3A6DDE
00026,790983396,0,-4383023277194874252,FD168F40FC0F396DB76D3213EFCFD83AA8702676
00026,790983397,0,-1332694570751228423,548BA232957F8587EBE6B49F3E02E88CD5557010
00026,790983398,0, 2285483719037847120,09188D7AA12DA0A325614C495AD073C8BE381D54
00026,790983399,0,-8086514431029788039,F9D8935DDD2987B0EE546FE5793FFE7308D6FDE3
00026,790983400,0,-8306743084734714702,EEDA23BE15AC8F55A166F4EB5A403BF6E946F092
00026,790983401,0,-2701890739861955908,39E5059C0D0140D94D08D30338AC22A9DA5075EC
00026,790983402,0,-0701563556704736866,51143E6983D74C9BB6122A91CB56EC25A8F38F1E
00026,790983403,0,-1304820427571066157,363E8B05C1D8B7EA038F1662C8086FDBE5C5640A
00026,790983404,0,-3896817095681707463,18D44F2D95B3E4C2BCE659309E9F76BB89C2EED8
00026,790983405,0, 5648182885956929362,CB883A699196B01A616C079EE8FF5292CE5CD489
00026,790983406,0, 1814430989667710695,2AA6D2E3D04E2A192C329471DA57522F40EBB967
00026,790983407,0, 3194105515300904965,98C03D6D40D1C9F701D9A501A64DE33716427D66
00026,790983408,0, 7441836973603269130,A41D521FBDF60166C03168094102FC4C4DCE02B6
00026,790983409,0, 6345597962003133490,41D277970B3E1B84F471273FADEB222B2B342049
00026,790983410,0, 7281421391253944025,8FBB2FD9CC3599C93383F742D32CA81FE29141C1
00026,790983411,0, 2599928474663761036,29762A3064F92E261DCF0D9D1C3B6191D0FFB12C
00026,790983412,0,-1282989074945657865,EEA818CC6923B747537025FB57D5E0CCDB50E1A1
00026,790983413,0, 5551722329958727915,419F86E4D24064D19B691774857FEE86DB5C7A5A
00026,790983414,0,-7261882202997044236,F9CCB2EB2D409C2560E507F4F5FE23259305EBCC
00026,790983415,0,-0397609028579230034,6ED88D3C666330D0D24463BC4B182ADCE3BA33F5
00026,790983416,0,-5299254083370561956,5C9B4A82F26AE3A2B0DA7FACF8370864AD752882
00026,790983417,0,-2730048215661120633,BE8035E83F7A9BD51D10BA1893A3814B6F5A415F
00026,790983418,0,-2657903186516852513,0A924A3ED5C5B20EF4E9191F0DFE7B9F2911B7AA
00026,790983419,0,-2382715911996377827,25C80F12055DC8D043A0176A5717EAFC1C570F7A
00026,790983420,0, 6230157558147692352,C9DC75EB9DF6E8A47AF521F65565E232F82A2F7F
00026,790983421,0,-1801837604920206223,204BDE434679C93F96FB4C5B0B549406D794CB2A
00026,790983422,0, 0220550000373075920,B00D4EC489642D50638EA84965350E798C8912BD
00026,790983423,0,-0302525600263341509,1E0296EA9816F1B6B4695D8F3C30D74E54E9EEEC
00026,790983424,0,-6344459163708843979,31115835F04677271073F8AD126EB33FB27CFF5B
00026,790983425,0, 1722248162679722707,CC63366AB158F14A93757E215808C137251426D1
00026,790983426,0,-7610568459097347187,108DD9200707D2A658F2A832A1C7518A1AF8B2D5
00026,790983427,0,-4242345620669361035,9C4497BB4110034FB7EFD26296A831E2E4059CDD
00026,790983428,0, 3991568164884980100,E5C03091DF88A952D64930A7082F207FA7992613
00026,790983429,0,-5928128477195655987,73C8362195C60AF32C5CBEFE3108C4FA9F5E5C3F
00026,790983430,0, 6558570788211848303,064C18F5FE69E7EBACAC7E19EF4F5C5CEB47ABA2
00026,790983431,0, 6620792444203484356,B6C2592044D112BAD58369095BECB5069A4B7237
00026,790983432,0,-0753123772528723299,A19D6BF4A0E84F00E0D260683E17115A25B453E4
00026,790983433,0,-7989143019086159915,CF1E653967FD89653BB191A4A8D45EDCEF64CA12
